1522.6	75.422	28.664
1522.7	72.774	21.691
1522.7	73.317	24.98
1522.8	82.166	40.473
1522.8	133.35	54.798
1522.9	106.08	39.371
1522.9	93.744	41.476
1523.0	97.741	44.453
1523.0	93.596	33.039
1523.1	89.073	36.411
1523.1	93.415	38.072
1523.2	88.843	37.907
1523.2	85.389	34.815
1523.3	81.179	32.102
1523.3	78.745	29.7
1523.4	78.235	27.776
1523.4	76.574	27.71
1523.5	75.62	27.332
1523.5	75.57	27.316
1523.6	73.663	26.378
1523.6	73.597	31.526
1523.7	71.475	26.427
1523.7	77.166	40.012
1523.8	127.84	52.578
1523.8	109.86	42.397
1523.9	93.234	39.388
1523.9	91.918	47.315
1524.0	92.231	39.059
1524.0	87.149	34.519
1524.1	90.57	37.874
1524.1	90.159	33.565
1524.2	84.172	35.49
1524.2	80.307	29.503
1524.3	78.695	30.062
1524.3	75.916	26.855
1524.4	76.311	26.855
1524.4	75.784	27.299
1524.5	75.225	26.872
1524.5	74.896	29.717
1524.6	73.268	23.533
1524.6	73.35	23.928
1524.7	82.264	43.943
1524.7	133.56	48.762
1524.8	104.93	40.506
1524.8	91.063	40.884
1524.9	92.988	45.637
1524.9	88.103	34.141
1525.0	86.721	32.628
1525.0	90.504	38.993
1525.1	86.179	33.467
1525.1	80.965	31.098
1525.2	77.922	27.233
1525.2	74.534	28.993
1525.3	74.057	29.125
1525.3	72.89	24.947
1525.4	72.561	27.332
1525.4	72.413	28.681
1525.5	70.603	25.424
1525.5	70.719	23.072
1525.6	70.11	30.621
1525.6	107.16	51.953
1525.7	119.98	45.407
1525.7	90.784	45.868
1525.8	87.017	46.821
1525.8	88.251	38.45
1525.9	83.07	35.967
1525.9	86.442	36.131
1526.0	86.507	38.565
1526.0	87.905	33.072
1526.1	96.803	30.457
1526.1	114.96	28.253
1526.2	137.92	29.174
1526.2	154.55	25.309
1526.3	187.41	25.49
1526.3	190.88	24.536
1526.4	77.462	27.332
1526.4	63.646	26.312
1526.5	69.14	36.789
1526.5	128.4	54.453
1526.6	112.54	41.97
1526.6	91.968	42.348
1526.7	90.044	48.236
1526.7	90.948	37.661
1526.8	83.794	33.138
1526.8	91.524	37.447
1526.9	89.155	40.374
1526.9	82.659	27.825
1527.0	78.58	29.717
1527.0	75.62	30.079
1527.1	74.304	27.069
1527.1	73.383	26.362
1527.2	72.528	26.329
1527.2	72.117	23.434
1527.3	69.403	26.724
1527.3	68.794	24.964
1527.4	98.892	45.802
1527.4	132.79	49.568
1527.5	97.313	38.565
1527.5	89.172	43.417
1527.6	91.507	39.091
1527.6	85.175	36.049
1527.7	87.363	39.091
1527.7	93.119	35.111
1527.8	86.425	30.112
1527.8	79.814	30.062
1527.9	77.856	30.95
1527.9	75.62	28.779
1528.0	75.159	30.128
1528.0	74.814	31.016
1528.1	72.659	27.168
1528.1	70.653	24.01
1528.2	69.913	28.664
1528.2	87.609	44.256
1528.3	137.84	51.081
1528.3	100.16	43.433
1528.4	89.468	47.759
1528.4	93.119	42.381
1528.5	86.853	33.697
1528.5	88.563	34.108
1528.6	93.711	39.075
1528.6	87.609	37.019
1528.7	81.623	35.605
1528.7	78.909	30.161
1528.8	75.998	29.207
1528.8	75.834	30.539
1528.9	74.288	26.756
1528.9	73.235	27.809
1529.0	71.837	27.365
1529.0	68.942	29.635
1529.1	77.38	35.44
1529.1	135.88	53.45
1529.2	106.56	47.627
1529.2	92.149	43.762
1529.3	91.277	43.861
1529.3	90.603	35.144
1529.4	87.28	37.118
1529.4	91.655	37.003
1529.5	89.435	33.138
1529.5	82.379	33.648
1529.6	78.005	32.595
1529.6	76.113	26.756
1529.7	75.62	33.138
1529.7	73.334	27.348
1529.8	74.172	29.7
1529.8	71.228	27.283
1529.9	69.6	25.786
1529.9	68.877	24.043
1530.0	98.25	46.805
1530.0	133.1	54.338
1530.1	96.918	39.848
1530.1	89.599	37.101
1530.2	93.514	43.302
1530.2	85.718	36.493
1530.3	89.419	37.085
1530.3	92.757	34.634
1530.4	84.468	36.624
1530.4	80.62	31.065
1530.5	78.12	31.115
1530.5	75.241	27.842
1530.6	75.093	27.825
1530.6	73.646	28.204
1530.7	72.495	28.286
1530.7	71.936	25.441
1530.8	69.469	24.964
1530.8	69.354	25.358
1530.9	114.01	53.269
1530.9	124.29	42.48
1531.0	95.224	41.493
1531.0	102.84	44.289
1531.1	101.97	41.262
1531.1	103.12	36.098
1531.2	102.05	41.345
1531.2	102.28	37.496
1531.3	102.48	37.825
1531.3	101.67	27.809
1531.4	102.43	31.625
1531.4	102.48	26.789
1531.5	102.05	30.144
1531.5	103.2	26.855
1531.6	101.93	26.888
1531.6	102.67	25.375
1531.7	102.82	25.424
1531.7	101.84	25.506
1531.8	102.82	44.897
1531.8	102.59	52.446
1531.9	102.25	39.848
1531.9	104.76	49.157
1532.0	115.63	38.565
1532.0	114.73	36.986
1532.1	115.93	35.243
1532.1	114.47	41.822
1532.2	114.58	37.48
1532.2	114.89	33.45
1532.3	114.01	33.368
1532.3	114.98	29.256
1532.4	114.91	32.628
1532.4	114.63	29.141
1532.5	115.45	26.872
1532.5	114.73	23.549
1532.6	115.27	24.98
1532.6	115.09	25.885
1532.7	114.65	25.951
1532.7	115.93	45.851
1532.8	114.94	48.663
1532.8	114.38	42.858
1532.9	102.31	48.532
1532.9	89.172	48.269
1533.0	89.599	34.141
1533.0	90.29	31.049
1533.1	90.192	41.789
1533.1	90.488	34.059
1533.2	89.402	29.141
1533.2	90.044	33.467
1533.3	89.715	29.717
1533.3	89.073	28.039
1533.4	90.537	27.793
1533.4	89.665	26.312
1533.5	89.78	24.947
1533.5	90.488	26.839
1533.6	89.665	24.997
1533.6	90.192	27.299
1533.7	89.797	49.19
1533.7	89.698	43.96
1533.8	90.405	37.628
1533.8	90.817	42.348
1533.9	83.761	36.493
1533.9	79.057	35.111
1534.0	85.241	42.463
1534.0	90.57	35.523
1534.1	80.093	36.411
1534.1	76.13	32.595
1534.2	74.649	31.033
1534.2	71.212	30.49
1534.3	72.774	30.605
1534.3	72.873	28.286
1534.4	69.189	26.888
1534.4	70.9	26.345
1534.5	98.662	48.302
1534.5	130.5	49.239
1534.6	97.823	50.16
1534.6	88.267	46.641
1534.7	89.698	44.881
1534.7	83.004	33.154
1534.8	88.58	38.055
1534.8	92.478	42.858
1534.9	85.586	39.371
1534.9	78.662	31.148
1535.0	76.804	34.125
1535.0	73.778	34.552
1535.1	74.666	30.917
1535.1	72.84	33.088
1535.2	70.834	31.033
1535.2	71.673	30.983
1535.3	120.82	59.831
1535.3	127.15	57.89
1535.4	99.648	51.575
1535.4	96.047	48.598
1535.5	102.74	46.641
1535.5	90.257	42.48
1535.6	91.507	43.927
1535.6	94.912	44.272
1535.7	89.534	40.983
1535.7	83.925	38.582
1535.8	79.583	34.125
1535.8	79.435	35.999
1535.9	77.412	34.486
1535.9	75.225	30.638
1536.0	74.238	30.161
1536.0	75.998	36.542
1536.1	130.72	59.058
1536.1	119.75	43.368
1536.2	98.448	56.18
1536.2	97.576	47.085
1536.3	100.67	44.239
1536.3	89.748	41.526
1536.4	94.073	40.983
1536.4	92.938	42.858
1536.5	86.688	36.575
1536.5	82.412	35.144
1536.6	79.008	34.125
1536.6	77.922	36.526
1536.7	76.755	33.121
1536.7	76.689	33.138
1536.8	75.143	31.148
1536.8	71.985	27.184
1536.9	78.531	37.924
1536.9	139.89	58.893
1537.0	110.5	51.147
1537.0	96.244	43.845
1537.1	96.984	42.578
1537.1	95.257	40.44
1537.2	89.616	37.94
1537.2	94.287	39.881
1537.3	92.56	41.937
1537.3	84.189	38.532
1537.4	80.916	38.993
1537.4	79.205	34.026
1537.5	75.883	30.589
1537.5	77.38	32.118
1537.6	74.814	33.138
1537.6	73.712	35.013
1537.7	71.163	26.855
1537.7	71.541	33.631
1537.8	124.34	59.354
1537.8	119.85	52.035
1537.9	96.162	44.256
1537.9	92.56	44.371
1538.0	93.925	45.407
1538.0	88.218	34.026
1538.1	94.073	43.614
1538.1	92.461	43.433
1538.2	86.096	36.493
1538.2	78.893	36.953
1538.3	78.35	37.282
1538.3	76.491	35.588
1538.4	75.093	29.684
1538.4	75.702	33.039
1538.5	73.054	29.651
1538.5	71.969	24.997
1538.6	72.051	33.648
1538.6	119.83	52.874
1538.7	118.15	46.295
1538.7	92.461	47.282
1538.8	88.711	46.312
1538.8	87.182	40.407
1538.9	84.419	36.986
1538.9	94.484	40.062
1539.0	88.514	40.012
1539.0	81.425	37.513
1539.1	77.708	35.375
1539.1	75.801	35.588
1539.2	75.784	29.437
1539.2	73.449	32.513
1539.3	73.712	31.51
1539.3	70.834	26.822
1539.4	73.35	34.009
1539.4	135.52	57.709
1539.5	115.63	47.677
1539.5	97.79	50.193
1539.6	96.441	50.654
1539.6	98.612	41.328
1539.7	89.09	40.95
1539.7	92.823	44.42
1539.8	92.774	45.851
1539.8	86.425	32.036
1539.9	79.551	33.023
1539.9	78.202	37.101
1540.0	76.672	31.658
1540.0	75.718	31.526
1540.1	75.028	32.858
1540.1	71.886	27.283
1540.2	71.59	28.187
1540.2	103.91	48.055
1540.3	135.7	59.009
1540.3	103.5	48.187
1540.4	94.303	47.71
1540.4	101.16	53.828
1540.5	92.511	41.887
1540.5	89.665	36.098
1540.6	94.336	43.45
1540.6	89.83	40.374
1540.7	82.001	35.078
1540.7	79.6	34.667
1540.8	76.343	35.671
1540.8	76.047	33.023
1540.9	74.896	29.125
1540.9	74.337	36.065
1541.0	72.396	27.348
1541.0	69.485	28.746
1541.1	99.731	49.469
1541.1	135.58	57.824
1541.2	101.06	44.272
1541.2	93.843	42.331
