1837.4	105.7	73.449
1837.4	102.69	61.804
1837.5	100.04	57.183
1837.5	95.175	60.16
1837.6	95.158	58.055
1837.6	95.455	59.551
1837.7	92.691	67.956
1837.7	88.843	53.038
1837.8	86.063	49.65
1837.8	84.353	46.196
1837.9	83.662	55.884
1837.9	82.001	40.457
1838.0	81.294	58.318
1838.0	79.945	55.768
1838.1	78.07	54.913
1838.1	76.245	51.575
1838.2	75.324	45.358
1838.2	72.791	48.598
1838.3	79.616	45.835
1838.3	113.61	74.222
1838.4	116.41	87.034
1838.4	105.54	66.311
1838.5	100.47	64.107
1838.5	97.543	70.258
1838.6	94.698	63.877
1838.6	96.474	52.463
1838.7	95.652	56.377
1838.7	92.198	47.216
1838.8	89.007	51.081
1838.8	85.998	47.117
1838.9	83.777	57.808
1838.9	82.626	57.314
1839.0	80.932	56.377
1839.0	80.077	52.956
1839.1	77.939	49.683
1839.1	77.182	50.16
1839.2	75.85	51.081
1839.2	74.913	47.627
1839.3	73.63	47.233
1839.3	75.192	43.861
1839.4	111.34	64.255
1839.4	120.63	68.63
1839.5	109.73	62.545
1839.5	104.11	65.406
1839.6	104.04	71.113
1839.6	97.56	54.321
1839.7	97.658	59.601
1839.7	98.76	60.226
1839.8	96.392	65.061
1839.8	92.79	53.367
1839.9	89.567	50.16
1839.9	86.853	48.663
1840.0	85.455	58.301
1840.0	83.119	53.417
1840.1	81.195	48.137
1840.1	79.222	54.42
1840.2	77.659	53.482
1840.2	76.491	52.446
1840.3	74.929	48.68
1840.3	73.86	48.68
1840.4	72.774	43.187
1840.4	73.663	44.223
1840.5	109.12	63.022
1840.5	118.79	82.462
1840.6	108.68	72.117
1840.6	102.13	66.377
1840.7	101.62	59.288
1840.7	94.435	52.528
1840.8	94.32	69.83
1840.8	96.474	61.508
1840.9	94.55	52.512
1840.9	90.997	55.851
1841.0	87.873	62.068
1841.0	86.261	60.078
1841.1	85.307	55.39
1841.1	84.304	55.423
1841.2	82.166	56.805
1841.2	80.8	54.305
1841.3	78.728	52.068
1841.3	77.906	51.098
1841.4	76.228	47.479
1841.4	76.672	46.114
1841.5	110.55	63.581
