626.35	105.67	19.783
626.4	79.616	23.023
626.45	73.432	35.078
626.5	81.277	54.058
626.55	74.978	36.608
626.6	75.324	24.98
626.65	75.159	31.592
626.7	70.998	31.625
626.75	70.307	27.316
626.8	67.66	29.717
626.85	66.262	29.322
626.9	65.9	26.444
626.95	64.058	22.217
627.0	63.268	20.72
627.05	62.397	22.201
627.1	60.094	20.293
627.15	60.341	21.214
627.2	57.972	21.641
627.25	58.384	20.26
627.3	56.163	18.286
627.35	86.968	16.855
627.4	106.13	20.688
627.45	80.85	20.72
627.5	73.103	35.194
627.55	78.893	52.15
627.6	74.222	42.463
627.65	75.538	23.977
627.7	74.518	30.671
627.75	71.557	33.121
627.8	69.567	30.177
627.85	66.607	29.223
627.9	66.245	25.062
627.95	64.255	24.585
628.0	63.959	19.701
628.05	63.005	17.744
628.1	61.673	23.582
628.15	61.41	23.072
628.2	60.686	19.668
628.25	58.729	20.227
628.3	73.202	20.276
628.35	107.1	18.286
628.4	88.596	24.931
628.45	74.09	26.855
628.5	77.478	45.391
628.55	74.567	43.943
628.6	75.044	26.855
628.65	76.245	28.73
628.7	72.528	31.115
628.75	69.025	27.793
628.8	67.479	31.658
628.85	65.62	29.223
628.9	66.245	27.431
628.95	64.074	23.122
629.0	63.416	22.579
629.05	62.939	21.263
629.1	61.147	24.059
629.15	60.703	21.23
629.2	57.611	22.595
629.25	80.225	20.227
629.3	108.79	20.77
629.35	87.445	28.796
629.4	77.1	32.102
629.45	82.511	52.068
629.5	78.958	42.068
629.55	76.113	29.289
629.6	76.755	32.151
629.65	74.962	37.99
629.7	71.755	31.016
629.75	70.472	29.223
629.8	67.857	32.677
629.85	67.742	26.888
629.9	66.311	27.365
629.95	65.308	22.25
630.0	64.65	27.266
630.05	63.383	23.039
630.1	62.841	24.372
630.15	60.587	22.217
630.2	94.139	20.178
630.25	108.81	27.842
630.3	84.682	28.763
630.35	81.294	44.026
630.4	86.952	54.864
630.45	78.333	39.486
630.5	78.629	33.648
630.55	78.86	41.526
630.6	77.593	36.148
630.65	73.876	31.049
630.7	71.722	36.592
630.75	70.39	33.121
630.8	69.37	30.161
630.85	68.844	26.839
630.9	67.166	26.411
630.95	67.511	25.506
631.0	64.864	25.967
631.05	73.843	23.056
631.1	115.75	23.056
631.15	98.629	32.2
631.2	85.06	34.042
631.25	89.139	58.844
631.3	84.485	45.703
631.35	81.327	33.713
631.4	82.741	34.996
631.45	81.277	40.917
631.5	77.281	34.651
631.55	76.162	36.657
631.6	72.709	31.115
631.65	72.725	31.51
631.7	72.248	28.664
631.75	72.018	23.599
631.8	69.715	23.632
631.85	66.936	26.345
631.9	68.35	24.997
631.95	66.294	22.25
632.0	65.061	19.224
632.05	95.52	18.78
632.1	119.48	22.645
632.15	93.103	32.184
632.2	85.06	40.934
632.25	93.234	53.055
632.3	83.646	35.029
632.35	83.087	30.194
632.4	84.402	38.532
632.45	80.324	35.49
632.5	79.09	34.125
632.55	75.965	33.664
632.6	74.189	26.839
632.65	73.712	26.822
632.7	72.643	26.822
632.75	72.034	23.072
632.8	70.044	24.997
632.85	68.087	24.487
632.9	71.919	21.691
632.95	117.59	20.293
633.0	108.07	28.319
633.05	85.965	26.493
633.1	90.438	48.318
633.15	86.54	47.364
633.2	83.152	29.141
633.25	85.06	29.223
633.3	83.333	36.065
633.35	80.652	28.829
633.4	77.56	32.595
633.45	75.965	32.085
633.5	74.534	28.302
633.55	73.465	25.457
633.6	73.136	22.612
633.65	72.265	21.181
633.7	70.209	20.671
633.75	75.801	20.194
633.8	124.76	21.23
633.85	105.64	27.677
633.9	87.955	26.872
633.95	94.534	53.17
634.0	87.429	41.986
634.05	85.34	25.852
634.1	85.965	34.667
634.15	85.06	34.207
634.2	81.475	29.618
634.25	78.514	31.115
634.3	76.771	31.065
634.35	74.452	26.427
634.4	75.028	24.881
634.45	73.498	24.931
634.5	71.196	22.217
634.55	71.13	22.168
634.6	67.791	20.211
634.65	68.383	20.194
634.7	67.002	17.776
634.75	65.587	19.257
634.8	70.784	17.776
634.85	125.34	17.267
634.9	108.17	26.888
634.95	86.82	23.122
635.0	90.784	48.187
635.05	90.882	43.532
635.1	83.333	26.872
635.15	85.965	28.302
635.2	82.61	36.542
635.25	81.261	29.7
