Time	MABP [mmHg]	CBFV-L [cm/s]	CBFV-R [cm/s]	etCO2 [kPa]	MN					
46.3000	83.5402	67.6816	73.6279	4.8548	1.0000
46.4000	83.5172	67.5653	73.5604	4.8557	1.0000
46.5000	83.4942	67.4491	73.4929	4.8567	1.0000
46.6000	83.4712	67.3328	73.4254	4.8576	1.0000
46.7000	83.4482	67.2166	73.3578	4.8586	1.0000
46.8000	83.4251	67.1003	73.2903	4.8595	1.0000
46.9000	83.4021	66.9840	73.2228	4.8605	1.0000
47.0000	83.3791	66.8678	73.1553	4.8614	1.0000
47.1000	83.3111	66.6982	72.9620	4.8624	1.0000
47.2000	83.1558	66.4252	72.5246	4.8633	1.0000
47.3000	83.0004	66.1523	72.0872	4.8643	1.0000
47.4000	82.8451	65.8793	71.6498	4.8652	1.0000
47.5000	82.6897	65.6063	71.2124	4.8662	1.0000
47.6000	82.5344	65.3333	70.7750	4.8671	1.0000
47.7000	82.3790	65.0603	70.3377	4.8681	1.0000
47.8000	82.2237	64.7873	69.9003	4.8690	1.0000
47.9000	82.0683	64.5143	69.4629	4.8700	1.0000
48.0000	81.9130	64.2414	69.0255	4.8709	1.0000
48.1000	81.7577	63.9684	68.5881	4.8719	1.0000
48.2000	81.6324	63.7979	68.2610	4.8728	1.0000
48.3000	81.5656	63.8264	68.1483	4.8738	1.0000
48.4000	81.4988	63.8549	68.0355	4.8747	1.0000
48.5000	81.4320	63.8834	67.9227	4.8757	1.0000
48.6000	81.3652	63.9119	67.8099	4.8766	1.0000
48.7000	81.2984	63.9404	67.6971	4.8776	1.0000
48.8000	81.2316	63.9689	67.5843	4.8785	1.0000
48.9000	81.1648	63.9974	67.4715	4.8795	1.0000
49.0000	81.0980	64.0259	67.3587	4.8804	1.0000
49.1000	81.0312	64.0544	67.2459	4.8814	1.0000
49.2000	80.7154	63.8876	67.1932	4.8823	1.0000
49.3000	80.3838	63.7083	67.1444	4.8833	1.0000
49.4000	80.0522	63.5289	67.0955	4.8842	1.0000
49.5000	79.7205	63.3496	67.0466	4.8852	1.0000
49.6000	79.3889	63.1703	66.9977	4.8861	1.0000
49.7000	79.0572	62.9910	66.9488	4.8871	1.0000
49.8000	78.7256	62.8117	66.9000	4.8881	1.0000
49.9000	78.3939	62.6323	66.8511	4.8890	1.0000
50.0000	78.8827	63.4591	67.7180	4.8900	1.0000
50.1000	79.4239	64.3501	68.6434	4.8909	1.0000
50.2000	79.9651	65.2411	69.5688	4.8919	1.0000
50.3000	80.5063	66.1320	70.4943	4.8928	1.0000
50.4000	81.0475	67.0230	71.4197	4.8933	1.0000
50.5000	81.5887	67.9140	72.3451	4.8922	1.0000
50.6000	82.1299	68.8050	73.2705	4.8912	1.0000
50.7000	82.6510	69.6110	74.1810	4.8901	1.0000
50.8000	83.1519	70.3321	75.0768	4.8891	1.0000
50.9000	83.6528	71.0531	75.9725	4.8880	1.0000
51.0000	84.1537	71.7742	76.8682	4.8870	1.0000
51.1000	84.6547	72.4953	77.7639	4.8859	1.0000
51.2000	85.1556	73.2164	78.6596	4.8849	1.0000
51.3000	85.6565	73.9374	79.5554	4.8838	1.0000
51.4000	86.1574	74.6585	80.4511	4.8828	1.0000
51.5000	86.0350	74.3639	80.2469	4.8817	1.0000
51.6000	85.7937	73.8759	79.8332	4.8807	1.0000
51.7000	85.5525	73.3878	79.4195	4.8796	1.0000
51.8000	85.3113	72.8997	79.0058	4.8786	1.0000
51.9000	85.0701	72.4117	78.5921	4.8775	1.0000
52.0000	84.8289	71.9236	78.1784	4.8765	1.0000
52.1000	84.5876	71.4356	77.7647	4.8754	1.0000
52.2000	84.3464	70.9475	77.3510	4.8744	1.0000
52.3000	84.1052	70.4594	76.9374	4.8733	1.0000
52.4000	83.8640	69.9714	76.5237	4.8723	1.0000
52.5000	83.6227	69.4833	76.1100	4.8712	1.0000
52.6000	83.5017	69.0601	75.7146	4.8702	1.0000
52.7000	83.4916	68.6967	75.3361	4.8691	1.0000
52.8000	83.4815	68.3332	74.9576	4.8681	1.0000
52.9000	83.4715	67.9698	74.5791	4.8670	1.0000
53.0000	83.4614	67.6064	74.2006	4.8660	1.0000
53.1000	83.4513	67.2430	73.8222	4.8649	1.0000
53.2000	83.4412	66.8796	73.4437	4.8639	1.0000
53.3000	83.4311	66.5162	73.0652	4.8629	1.0000
53.4000	83.4211	66.1527	72.6867	4.8618	1.0000
53.5000	83.4110	65.7893	72.3082	4.8608	1.0000
53.6000	83.2846	65.5144	72.1154	4.8597	1.0000
53.7000	83.0324	65.3355	72.1238	4.8587	1.0000
53.8000	82.7801	65.1565	72.1323	4.8576	1.0000
53.9000	82.5278	64.9775	72.1407	4.8566	1.0000
54.0000	82.2755	64.7985	72.1491	4.8555	1.0000
54.1000	82.0232	64.6195	72.1575	4.8545	1.0000
54.2000	81.7710	64.4405	72.1659	4.8534	1.0000
54.3000	81.5187	64.2615	72.1743	4.8524	1.0000
54.4000	81.5913	64.4907	72.5625	4.8513	1.0000
54.5000	82.1127	65.2836	73.4751	4.8503	1.0000
54.6000	82.6341	66.0765	74.3878	4.8492	1.0000
54.7000	83.1555	66.8694	75.3004	4.8482	1.0000
54.8000	83.6769	67.6623	76.2130	4.8471	1.0000
54.9000	84.1983	68.4552	77.1257	4.8461	1.0000
55.0000	84.7197	69.2481	78.0383	4.8450	1.0000
55.1000	85.2393	70.0279	78.9397	4.8440	1.0000
55.2000	85.7166	70.4937	79.5702	4.8429	1.0000
55.3000	86.1939	70.9596	80.2008	4.8419	1.0000
55.4000	86.6712	71.4254	80.8314	4.8408	1.0000
55.5000	87.1485	71.8913	81.4619	4.8433	1.0000
55.6000	87.6258	72.3572	82.0925	4.8475	1.0000
55.7000	88.1031	72.8230	82.7231	4.8517	1.0000
55.8000	88.5804	73.2889	83.3536	4.8559	1.0000
55.9000	88.9275	73.6052	83.7785	4.8601	1.0000
56.0000	88.7536	73.3236	83.3805	4.8643	1.0000
56.1000	88.5797	73.0420	82.9825	4.8685	1.0000
56.2000	88.4058	72.7604	82.5845	4.8727	1.0000
56.3000	88.2318	72.4788	82.1865	4.8769	1.0000
56.4000	88.0579	72.1972	81.7885	4.8811	1.0000
56.5000	87.8840	71.9155	81.3905	4.8853	1.0000
56.6000	87.7101	71.6339	80.9925	4.8895	1.0000
56.7000	87.5362	71.3523	80.5945	4.8937	1.0000
56.8000	87.3623	71.0707	80.1965	4.8979	1.0000
56.9000	87.1883	70.7891	79.7985	4.9021	1.0000
57.0000	87.0144	70.5075	79.4005	4.9063	1.0000
57.1000	87.1572	70.4572	79.0401	4.9105	1.0000
57.2000	87.3065	70.4116	78.6804	4.9147	1.0000
57.3000	87.4557	70.3659	78.3208	4.9189	1.0000
57.4000	87.6050	70.3203	77.9611	4.9231	1.0000
57.5000	87.7543	70.2747	77.6015	4.9273	1.0000
57.6000	87.9035	70.2291	77.2418	4.9315	1.0000
57.7000	88.0528	70.1835	76.8822	4.9356	1.0000
57.8000	88.2020	70.1379	76.5225	4.9398	1.0000
57.9000	88.3513	70.0923	76.1629	4.9440	1.0000
58.0000	88.5006	70.0467	75.8032	4.9482	1.0000
58.1000	88.5025	69.9963	75.4975	4.9524	1.0000
58.2000	88.4984	69.9456	75.1941	4.9566	1.0000
58.3000	88.4942	69.8950	74.8907	4.9608	1.0000
58.4000	88.4900	69.8443	74.5873	4.9650	1.0000
58.5000	88.4859	69.7937	74.2839	4.9692	1.0000
58.6000	88.4817	69.7430	73.9805	4.9734	1.0000
58.7000	88.4775	69.6923	73.6770	4.9776	1.0000
58.8000	88.4733	69.6417	73.3736	4.9818	1.0000
58.9000	88.4448	69.5623	73.0731	4.9860	1.0000
59.0000	88.0352	69.0321	72.8179	4.9902	1.0000
59.1000	87.6255	68.5020	72.5626	4.9944	1.0000
59.2000	87.2158	67.9719	72.3074	4.9986	1.0000
59.3000	86.8061	67.4418	72.0522	5.0028	1.0000
59.4000	86.3965	66.9116	71.7970	5.0070	1.0000
59.5000	85.9868	66.3815	71.5417	5.0112	1.0000
59.6000	85.5771	65.8514	71.2865	5.0154	1.0000
59.7000	85.1674	65.3212	71.0313	5.0196	1.0000
59.8000	85.3403	65.5294	71.1339	5.0238	1.0000
59.9000	85.6080	65.8577	71.2949	5.0280	1.0000
60.0000	85.8756	66.1860	71.4558	5.0322	1.0000
60.1000	86.1433	66.5143	71.6167	5.0364	1.0000
60.2000	86.4110	66.8426	71.7776	5.0406	1.0000
60.3000	86.6787	67.1710	71.9386	5.0447	1.0000
60.4000	86.9463	67.4993	72.0995	5.0489	1.0000
60.5000	87.2140	67.8276	72.2604	5.0531	1.0000
60.6000	87.2194	67.9276	72.2045	5.0512	1.0000
60.7000	87.0187	67.8481	71.9783	5.0480	1.0000
60.8000	86.8179	67.7687	71.7521	5.0449	1.0000
60.9000	86.6172	67.6892	71.5258	5.0418	1.0000
61.0000	86.4165	67.6098	71.2996	5.0387	1.0000
61.1000	86.2158	67.5303	71.0734	5.0355	1.0000
61.2000	86.0150	67.4508	70.8472	5.0324	1.0000
61.3000	85.8143	67.3714	70.6209	5.0293	1.0000
61.4000	85.6136	67.2919	70.3947	5.0261	1.0000
61.5000	85.4129	67.2125	70.1685	5.0230	1.0000
61.6000	85.2121	67.1330	69.9422	5.0199	1.0000
61.7000	84.9948	66.9234	69.6558	5.0167	1.0000
61.8000	84.7723	66.6728	69.3503	5.0136	1.0000
61.9000	84.5497	66.4221	69.0449	5.0105	1.0000
62.0000	84.3272	66.1714	68.7394	5.0073	1.0000
62.1000	84.1046	65.9207	68.4340	5.0042	1.0000
62.2000	83.8820	65.6700	68.1285	5.0011	1.0000
62.3000	83.6595	65.4193	67.8230	4.9979	1.0000
62.4000	83.4369	65.1686	67.5176	4.9948	1.0000
62.5000	83.2144	64.9179	67.2121	4.9917	1.0000
62.6000	82.9918	64.6672	66.9067	4.9885	1.0000
62.7000	82.7700	64.4247	66.6135	4.9854	1.0000
62.8000	82.5824	64.5807	66.9247	4.9823	1.0000
62.9000	82.3948	64.7367	67.2359	4.9791	1.0000
63.0000	82.2072	64.8927	67.5470	4.9760	1.0000
63.1000	82.0196	65.0487	67.8582	4.9729	1.0000
63.2000	81.8321	65.2047	68.1694	4.9697	1.0000
63.3000	81.6445	65.3607	68.4805	4.9666	1.0000
63.4000	81.4569	65.5167	68.7917	4.9635	1.0000
63.5000	81.2693	65.6727	69.1029	4.9603	1.0000
63.6000	81.1405	65.8351	69.3221	4.9572	1.0000
63.7000	81.0282	65.9993	69.5155	4.9541	1.0000
63.8000	80.9159	66.1635	69.7089	4.9509	1.0000
63.9000	80.8036	66.3277	69.9022	4.9478	1.0000
64.0000	80.6913	66.4919	70.0956	4.9447	1.0000
64.1000	80.5790	66.6562	70.2890	4.9416	1.0000
64.2000	80.4667	66.8204	70.4823	4.9384	1.0000
64.3000	80.4823	67.0591	70.7969	4.9353	1.0000
64.4000	80.9031	67.5338	71.4956	4.9322	1.0000
64.5000	81.3238	68.0085	72.1942	4.9290	1.0000
64.6000	81.7446	68.4833	72.8928	4.9259	1.0000
64.7000	82.1653	68.9580	73.5915	4.9228	1.0000
64.8000	82.5860	69.4327	74.2901	4.9196	1.0000
64.9000	83.0068	69.9074	74.9887	4.9164	1.0000
65.0000	83.4275	70.3822	75.6873	4.9133	1.0000
65.1000	83.6022	70.5955	76.0594	4.9101	1.0000
65.2000	83.3753	70.3824	75.8986	4.9069	1.0000
65.3000	83.1484	70.1693	75.7377	4.9038	1.0000
65.4000	82.9216	69.9562	75.5769	4.9006	1.0000
65.5000	82.6947	69.7431	75.4161	4.8974	1.0000
65.6000	82.4678	69.5299	75.2553	4.8943	1.0000
65.7000	82.2410	69.3168	75.0945	4.8911	1.0000
65.8000	82.0141	69.1037	74.9337	4.8879	1.0000
65.9000	81.7872	68.8906	74.7729	4.8847	1.0000
66.0000	81.5604	68.6775	74.6121	4.8816	1.0000
66.1000	81.3335	68.4644	74.4512	4.8784	1.0000
66.2000	81.1993	68.3185	74.2563	4.8752	1.0000
66.3000	81.1441	68.2299	74.0324	4.8721	1.0000
66.4000	81.0889	68.1413	73.8085	4.8689	1.0000
66.5000	81.0337	68.0528	73.5846	4.8657	1.0000
66.6000	80.9785	67.9642	73.3607	4.8625	1.0000
66.7000	80.9232	67.8756	73.1367	4.8594	1.0000
66.8000	80.8680	67.7870	72.9128	4.8562	1.0000
66.9000	80.8128	67.6984	72.6889	4.8530	1.0000
67.0000	80.7576	67.6099	72.4650	4.8499	1.0000
67.1000	80.7024	67.5213	72.2410	4.8467	1.0000
67.2000	80.5672	67.4398	72.1811	4.8435	1.0000
67.3000	80.3382	67.3665	72.3138	4.8403	1.0000
67.4000	80.1091	67.2933	72.4464	4.8372	1.0000
67.5000	79.8801	67.2201	72.5790	4.8340	1.0000
67.6000	79.6510	67.1469	72.7117	4.8308	1.0000
67.7000	79.4220	67.0737	72.8443	4.8277	1.0000
67.8000	79.1929	67.0005	72.9769	4.8245	1.0000
67.9000	78.9639	66.9273	73.1096	4.8213	1.0000
68.0000	79.0276	67.1833	73.4540	4.8181	1.0000
68.1000	79.3407	67.7198	73.9787	4.8150	1.0000
68.2000	79.6538	68.2563	74.5034	4.8118	1.0000
68.3000	79.9668	68.7928	75.0282	4.8086	1.0000
68.4000	80.2799	69.3293	75.5529	4.8055	1.0000
68.5000	80.5930	69.8658	76.0777	4.8023	1.0000
68.6000	80.9061	70.4023	76.6024	4.7991	1.0000
68.7000	81.2191	70.9388	77.1272	4.7959	1.0000
68.8000	81.5685	71.3136	77.5542	4.7928	1.0000
68.9000	81.9179	71.6884	77.9812	4.7896	1.0000
69.0000	82.2672	72.0632	78.4082	4.7920	1.0000
69.1000	82.6166	72.4380	78.8353	4.7943	1.0000
69.2000	82.9659	72.8128	79.2623	4.7967	1.0000
69.3000	83.3153	73.1876	79.6893	4.7990	1.0000
69.4000	83.6646	73.5624	80.1163	4.8014	1.0000
69.5000	84.0140	73.9372	80.5434	4.8038	1.0000
69.6000	83.8553	73.5972	80.1542	4.8061	1.0000
69.7000	83.6402	73.1778	79.6744	4.8085	1.0000
69.8000	83.4251	72.7583	79.1946	4.8108	1.0000
69.9000	83.2100	72.3389	78.7148	4.8132	1.0000
70.0000	82.9949	71.9195	78.2350	4.8156	1.0000
70.1000	82.7798	71.5000	77.7552	4.8179	1.0000
70.2000	82.5648	71.0806	77.2754	4.8203	1.0000
70.3000	82.3497	70.6612	76.7956	4.8227	1.0000
70.4000	82.1346	70.2417	76.3157	4.8250	1.0000
70.5000	81.9195	69.8223	75.8359	4.8274	1.0000
70.6000	81.7044	69.4028	75.3561	4.8297	1.0000
70.7000	81.6553	69.1123	75.0100	4.8321	1.0000
70.8000	81.6708	68.8718	74.7160	4.8345	1.0000
70.9000	81.6863	68.6314	74.4219	4.8368	1.0000
71.0000	81.7017	68.3910	74.1279	4.8392	1.0000
71.1000	81.7172	68.1505	73.8338	4.8415	1.0000
71.2000	81.7327	67.9101	73.5397	4.8439	1.0000
71.3000	81.7482	67.6697	73.2457	4.8463	1.0000
71.4000	81.7637	67.4292	72.9516	4.8486	1.0000
71.5000	81.7791	67.1888	72.6576	4.8510	1.0000
71.6000	81.7946	66.9484	72.3635	4.8533	1.0000
71.7000	81.7293	66.9955	72.3579	4.8557	1.0000
71.8000	81.6639	67.0427	72.3524	4.8581	1.0000
71.9000	81.5985	67.0899	72.3468	4.8604	1.0000
72.0000	81.5332	67.1371	72.3412	4.8628	1.0000
72.1000	81.4678	67.1843	72.3356	4.8651	1.0000
72.2000	81.4024	67.2315	72.3301	4.8675	1.0000
72.3000	81.3371	67.2787	72.3245	4.8699	1.0000
72.4000	81.2717	67.3258	72.3189	4.8722	1.0000
72.5000	81.2025	67.4180	72.4465	4.8746	1.0000
72.6000	81.1319	67.5275	72.6259	4.8769	1.0000
72.7000	81.0612	67.6371	72.8052	4.8793	1.0000
72.8000	80.9906	67.7467	72.9846	4.8817	1.0000
72.9000	80.9199	67.8563	73.1640	4.8840	1.0000
73.0000	80.8493	67.9659	73.3433	4.8864	1.0000
73.1000	80.7786	68.0755	73.5227	4.8888	1.0000
73.2000	80.7968	68.2519	73.7407	4.8911	1.0000
73.3000	81.3605	68.8390	74.1961	4.8935	1.0000
73.4000	81.9242	69.4261	74.6515	4.8958	1.0000
73.5000	82.4879	70.0132	75.1068	4.8982	1.0000
73.6000	83.0516	70.6003	75.5622	4.9006	1.0000
73.7000	83.6154	71.1875	76.0176	4.9029	1.0000
73.8000	84.1791	71.7746	76.4730	4.9057	1.0000
73.9000	84.7428	72.3617	76.9283	4.9088	1.0000
74.0000	85.0896	72.8007	77.2183	4.9118	1.0000
74.1000	85.3602	73.1877	77.4503	4.9149	1.0000
74.2000	85.6308	73.5747	77.6822	4.9179	1.0000
74.3000	85.9015	73.9617	77.9141	4.9210	1.0000
74.4000	86.1721	74.3487	78.1460	4.9240	1.0000
74.5000	86.4427	74.7357	78.3779	4.9271	1.0000
74.6000	86.7133	75.1227	78.6098	4.9301	1.0000
74.7000	86.9839	75.5097	78.8417	4.9332	1.0000
74.8000	86.8475	75.3190	78.4784	4.9362	1.0000
74.9000	86.4616	74.7742	77.7501	4.9393	1.0000
75.0000	86.0756	74.2293	77.0219	4.9423	1.0000
75.1000	85.6897	73.6845	76.2936	4.9454	1.0000
75.2000	85.3038	73.1397	75.5654	4.9484	1.0000
75.3000	84.9179	72.5948	74.8372	4.9515	1.0000
75.4000	84.5320	72.0500	74.1089	4.9545	1.0000
75.5000	84.1460	71.5052	73.3807	4.9576	1.0000
75.6000	83.7601	70.9603	72.6524	4.9606	1.0000
75.7000	83.3742	70.4155	71.9242	4.9637	1.0000
75.8000	82.9883	69.8707	71.1960	4.9667	1.0000
75.9000	82.6860	69.4111	70.6350	4.9698	1.0000
76.0000	82.5325	69.1031	70.3712	4.9728	1.0000
76.1000	82.3790	68.7952	70.1075	4.9759	1.0000
76.2000	82.2255	68.4872	69.8438	4.9789	1.0000
76.3000	82.0720	68.1792	69.5800	4.9820	1.0000
76.4000	81.9185	67.8713	69.3163	4.9850	1.0000
76.5000	81.7650	67.5633	69.0526	4.9881	1.0000
76.6000	81.6115	67.2553	68.7888	4.9911	1.0000
76.7000	81.4580	66.9474	68.5251	4.9942	1.0000
76.8000	81.3045	66.6394	68.2614	4.9972	1.0000
76.9000	81.1705	66.3989	68.0780	5.0003	1.0000
77.0000	81.1560	66.5729	68.3882	5.0033	1.0000
77.1000	81.1415	66.7468	68.6983	5.0064	1.0000
77.2000	81.1270	66.9208	69.0085	5.0094	1.0000
77.3000	81.1124	67.0947	69.3187	5.0125	1.0000
77.4000	81.0979	67.2687	69.6289	5.0155	1.0000
77.5000	81.0834	67.4426	69.9391	5.0186	1.0000
77.6000	81.0689	67.6166	70.2493	5.0216	1.0000
77.7000	81.0544	67.7905	70.5595	5.0247	1.0000
77.8000	80.9669	67.9592	70.9165	5.0277	1.0000
77.9000	80.8794	68.1279	71.2736	5.0308	1.0000
78.0000	80.7919	68.2966	71.6306	5.0338	1.0000
78.1000	80.7044	68.4653	71.9877	5.0369	1.0000
78.2000	80.6169	68.6340	72.3447	5.0399	1.0000
78.3000	80.5294	68.8027	72.7018	5.0430	1.0000
78.4000	80.4419	68.9714	73.0588	5.0460	1.0000
78.5000	80.6027	69.3823	73.5083	5.0491	1.0000
78.6000	81.0795	70.1013	74.0753	5.0521	1.0000
78.7000	81.5562	70.8203	74.6424	5.0552	1.0000
78.8000	82.0330	71.5393	75.2094	5.0582	1.0000
78.9000	82.5098	72.2583	75.7764	5.0613	1.0000
79.0000	82.9865	72.9773	76.3435	5.0643	1.0000
79.1000	83.4633	73.6963	76.9105	5.0674	1.0000
79.2000	83.9401	74.4153	77.4775	5.0671	1.0000
79.3000	84.2513	74.6336	77.8477	5.0626	1.0000
79.4000	84.5441	74.7963	78.1961	5.0581	1.0000
79.5000	84.8369	74.9589	78.5444	5.0537	1.0000
79.6000	85.1297	75.1216	78.8927	5.0492	1.0000
79.7000	85.4225	75.2843	79.2411	5.0447	1.0000
79.8000	85.7153	75.4470	79.5894	5.0402	1.0000
79.9000	86.0081	75.6096	79.9377	5.0357	1.0000
80.0000	86.3009	75.7723	80.2860	5.0312	1.0000
80.1000	86.5181	75.8085	80.4919	5.0268	1.0000
80.2000	86.3906	75.2686	80.0485	5.0223	1.0000
80.3000	86.2631	74.7287	79.6051	5.0178	1.0000
80.4000	86.1356	74.1888	79.1618	5.0133	1.0000
80.5000	86.0080	73.6489	78.7184	5.0088	1.0000
80.6000	85.8805	73.1089	78.2750	5.0043	1.0000
80.7000	85.7530	72.5690	77.8317	4.9999	1.0000
80.8000	85.6255	72.0291	77.3883	4.9954	1.0000
80.9000	85.4980	71.4892	76.9450	4.9909	1.0000
81.0000	85.3705	70.9493	76.5016	4.9864	1.0000
81.1000	85.2430	70.4094	76.0582	4.9819	1.0000
81.2000	85.1295	69.8886	75.6306	4.9775	1.0000
81.3000	85.1418	69.5398	75.3441	4.9730	1.0000
81.4000	85.1540	69.1910	75.0576	4.9685	1.0000
81.5000	85.1663	68.8423	74.7712	4.9640	1.0000
81.6000	85.1786	68.4935	74.4847	4.9595	1.0000
81.7000	85.1909	68.1447	74.1983	4.9550	1.0000
81.8000	85.2032	67.7960	73.9118	4.9506	1.0000
81.9000	85.2154	67.4472	73.6254	4.9461	1.0000
82.0000	85.2277	67.0984	73.3389	4.9416	1.0000
82.1000	85.2400	66.7496	73.0525	4.9371	1.0000
82.2000	85.2523	66.4009	72.7660	4.9326	1.0000
82.3000	84.9574	66.0033	72.4952	4.9282	1.0000
82.4000	84.6563	65.6048	72.2247	4.9237	1.0000
82.5000	84.3552	65.2063	71.9542	4.9192	1.0000
82.6000	84.0541	64.8077	71.6837	4.9147	1.0000
82.7000	83.7530	64.4092	71.4132	4.9102	1.0000
82.8000	83.4519	64.0106	71.1427	4.9057	1.0000
82.9000	83.1508	63.6121	70.8723	4.9013	1.0000
83.0000	82.8496	63.2136	70.6018	4.8968	1.0000
83.1000	82.7439	63.0791	70.5052	4.8923	1.0000
83.2000	83.0174	63.4570	70.7461	4.8878	1.0000
83.3000	83.2909	63.8350	70.9871	4.8833	1.0000
83.4000	83.5643	64.2130	71.2280	4.8788	1.0000
83.5000	83.8378	64.5910	71.4690	4.8744	1.0000
83.6000	84.1113	64.9689	71.7099	4.8699	1.0000
83.7000	84.3848	65.3469	71.9509	4.8654	1.0000
83.8000	84.6583	65.7249	72.1918	4.8609	1.0000
83.9000	84.9428	66.1076	72.4762	4.8564	1.0000
84.0000	85.2712	66.5096	72.9341	4.8520	1.0000
84.1000	85.5995	66.9115	73.3920	4.8492	1.0000
84.2000	85.9279	67.3134	73.8499	4.8502	1.0000
84.3000	86.2563	67.7154	74.3078	4.8511	1.0000
84.4000	86.5847	68.1173	74.7657	4.8521	1.0000
84.5000	86.9131	68.5192	75.2236	4.8530	1.0000
84.6000	87.2415	68.9212	75.6815	4.8540	1.0000
84.7000	87.5699	69.3231	76.1394	4.8549	1.0000
84.8000	87.4245	69.2020	75.9797	4.8559	1.0000
84.9000	87.2265	69.0228	75.7514	4.8569	1.0000
85.0000	87.0284	68.8437	75.5232	4.8578	1.0000
85.1000	86.8303	68.6645	75.2949	4.8588	1.0000
85.2000	86.6323	68.4853	75.0666	4.8597	1.0000
85.3000	86.4342	68.3061	74.8384	4.8607	1.0000
85.4000	86.2362	68.1269	74.6101	4.8616	1.0000
85.5000	86.0381	67.9477	74.3818	4.8626	1.0000
85.6000	85.8400	67.7686	74.1535	4.8636	1.0000
85.7000	85.6420	67.5894	73.9253	4.8645	1.0000
85.8000	85.4439	67.4102	73.6970	4.8655	1.0000
85.9000	85.2950	67.1072	73.3237	4.8664	1.0000
86.0000	85.1583	66.7733	72.9141	4.8674	1.0000
86.1000	85.0216	66.4394	72.5045	4.8683	1.0000
86.2000	84.8849	66.1054	72.0949	4.8693	1.0000
86.3000	84.7483	65.7715	71.6853	4.8702	1.0000
86.4000	84.6116	65.4375	71.2757	4.8712	1.0000
86.5000	84.4749	65.1036	70.8661	4.8722	1.0000
86.6000	84.3382	64.7697	70.4565	4.8731	1.0000
86.7000	84.2016	64.4357	70.0469	4.8741	1.0000
86.8000	84.0649	64.1018	69.6373	4.8750	1.0000
86.9000	83.9386	64.0116	69.4728	4.8760	1.0000
87.0000	83.8218	64.1465	69.5344	4.8769	1.0000
87.1000	83.7051	64.2814	69.5961	4.8779	1.0000
87.2000	83.5884	64.4162	69.6578	4.8788	1.0000
87.3000	83.4716	64.5511	69.7194	4.8798	1.0000
87.4000	83.3549	64.6860	69.7811	4.8808	1.0000
87.5000	83.2382	64.8208	69.8428	4.8817	1.0000
87.6000	83.1214	64.9557	69.9045	4.8827	1.0000
87.7000	83.0047	65.0906	69.9661	4.8836	1.0000
87.8000	82.9426	65.4737	70.2146	4.8846	1.0000
87.9000	82.8925	65.9113	70.5041	4.8855	1.0000
88.0000	82.8424	66.3489	70.7935	4.8865	1.0000
88.1000	82.7923	66.7865	71.0830	4.8874	1.0000
88.2000	82.7422	67.2241	71.3725	4.8884	1.0000
88.3000	82.6921	67.6617	71.6620	4.8894	1.0000
88.4000	82.6420	68.0993	71.9514	4.8903	1.0000
88.5000	82.5919	68.5369	72.2409	4.8913	1.0000
88.6000	83.0094	69.1532	72.9212	4.8922	1.0000
88.7000	83.5159	69.8036	73.6759	4.8932	1.0000
88.8000	84.0225	70.4539	74.4306	4.8941	1.0000
88.9000	84.5291	71.1043	75.1853	4.8951	1.0000
89.0000	85.0357	71.7547	75.9401	4.8961	1.0000
89.1000	85.5422	72.4050	76.6948	4.8976	1.0000
89.2000	86.0488	73.0554	77.4495	4.8999	1.0000
89.3000	86.5554	73.7058	78.2042	4.9021	1.0000
89.4000	86.2909	73.4621	77.9708	4.9044	1.0000
89.5000	86.0264	73.2185	77.7375	4.9067	1.0000
89.6000	85.7619	72.9748	77.5041	4.9089	1.0000
89.7000	85.4974	72.7311	77.2707	4.9112	1.0000
89.8000	85.2328	72.4875	77.0373	4.9134	1.0000
89.9000	84.9683	72.2438	76.8039	4.9157	1.0000
90.0000	84.7038	72.0001	76.5705	4.9179	1.0000
90.1000	84.4393	71.7565	76.3372	4.9202	1.0000
90.2000	84.1748	71.5128	76.1038	4.9225	1.0000
90.3000	83.9103	71.2692	75.8704	4.9247	1.0000
90.4000	83.6458	71.0255	75.6370	4.9270	1.0000
90.5000	83.5684	70.9344	75.4619	4.9292	1.0000
90.6000	83.5638	70.9027	75.3093	4.9315	1.0000
90.7000	83.5592	70.8710	75.1568	4.9337	1.0000
90.8000	83.5545	70.8393	75.0043	4.9360	1.0000
90.9000	83.5499	70.8076	74.8518	4.9382	1.0000
91.0000	83.5453	70.7759	74.6993	4.9405	1.0000
91.1000	83.5407	70.7442	74.5468	4.9428	1.0000
91.2000	83.5361	70.7125	74.3943	4.9450	1.0000
91.3000	83.5314	70.6808	74.2418	4.9473	1.0000
91.4000	83.5268	70.6491	74.0893	4.9495	1.0000
91.5000	83.5923	70.8130	74.1769	4.9518	1.0000
91.6000	83.7225	71.1573	74.4861	4.9540	1.0000
91.7000	83.8527	71.5017	74.7953	4.9563	1.0000
91.8000	83.9829	71.8460	75.1045	4.9586	1.0000
91.9000	84.1131	72.1903	75.4137	4.9608	1.0000
92.0000	84.2433	72.5347	75.7229	4.9631	1.0000
92.1000	84.3735	72.8790	76.0322	4.9653	1.0000
92.2000	84.5037	73.2234	76.3414	4.9676	1.0000
92.3000	84.6339	73.5677	76.6506	4.9698	1.0000
92.4000	84.3752	73.4844	76.6989	4.9721	1.0000
92.5000	84.0634	73.3428	76.7115	4.9743	1.0000
92.6000	83.7517	73.2012	76.7242	4.9766	1.0000
