Time	MABP [mmHg]	CBFV-L [cm/s]	CBFV-R [cm/s]	etCO2 [kPa]	MN					
45.4000	80.4463	67.2432	0.0000	4.0872	2.0000
45.5000	80.6177	67.3146	0.0000	4.0897	2.0000
45.6000	80.7891	67.3861	0.0000	4.0922	2.0000
45.7000	80.9606	67.4575	0.0000	4.0947	2.0000
45.8000	81.1320	67.5289	0.0000	4.0972	2.0000
45.9000	81.3035	67.6003	0.0000	4.0998	2.0000
46.0000	81.4749	67.6718	0.0000	4.1023	2.0000
46.1000	81.6463	67.7432	0.0000	4.1048	2.0000
46.2000	81.8028	67.8063	0.0000	4.1073	2.0000
46.3000	81.7868	67.7739	0.0000	4.1098	2.0000
46.4000	81.7708	67.7415	0.0000	4.1123	2.0000
46.5000	81.7548	67.7090	0.0000	4.1148	2.0000
46.6000	81.7388	67.6766	0.0000	4.1174	2.0000
46.7000	81.7228	67.6442	0.0000	4.1199	2.0000
46.8000	81.7069	67.6118	0.0000	4.1224	2.0000
46.9000	81.6909	67.5793	0.0000	4.1249	2.0000
47.0000	81.6749	67.5469	0.0000	4.1274	2.0000
47.1000	81.6579	67.5132	0.0000	4.1299	2.0000
47.2000	81.5910	67.4170	0.0000	4.1324	2.0000
47.3000	81.5241	67.3209	0.0000	4.1350	2.0000
47.4000	81.4572	67.2247	0.0000	4.1375	2.0000
47.5000	81.3904	67.1285	0.0000	4.1400	2.0000
47.6000	81.3235	67.0324	0.0000	4.1425	2.0000
47.7000	81.2566	66.9362	0.0000	4.1450	2.0000
47.8000	81.1897	66.8401	0.0000	4.1475	2.0000
47.9000	81.1228	66.7439	0.0000	4.1500	2.0000
48.0000	81.0560	66.6477	0.0000	4.1526	2.0000
48.1000	80.8685	66.4224	0.0000	4.1551	2.0000
48.2000	80.6810	66.1971	0.0000	4.1576	2.0000
48.3000	80.4935	65.9718	0.0000	4.1601	2.0000
48.4000	80.3061	65.7464	0.0000	4.1626	2.0000
48.5000	80.1186	65.5211	0.0000	4.1651	2.0000
48.6000	79.9311	65.2958	0.0000	4.1676	2.0000
48.7000	79.7436	65.0705	0.0000	4.1702	2.0000
48.8000	79.5562	64.8452	0.0000	4.1727	2.0000
48.9000	79.5152	64.8150	0.0000	4.1752	2.0000
49.0000	79.7131	65.1032	0.0000	4.1777	2.0000
49.1000	79.9111	65.3914	0.0000	4.1802	2.0000
49.2000	80.1090	65.6796	0.0000	4.1827	2.0000
49.3000	80.3070	65.9677	0.0000	4.1852	2.0000
49.4000	80.5050	66.2559	0.0000	4.1877	2.0000
49.5000	80.7029	66.5441	0.0000	4.1903	2.0000
49.6000	80.9009	66.8323	0.0000	4.1925	2.0000
49.7000	81.0988	67.1205	0.0000	4.1920	2.0000
49.8000	81.1979	67.2227	0.0000	4.1914	2.0000
49.9000	81.2908	67.3130	0.0000	4.1909	2.0000
50.0000	81.3836	67.4033	0.0000	4.1903	2.0000
50.1000	81.4764	67.4936	0.0000	4.1897	2.0000
50.2000	81.5692	67.5839	0.0000	4.1892	2.0000
50.3000	81.6620	67.6742	0.0000	4.1886	2.0000
50.4000	81.7548	67.7645	0.0000	4.1881	2.0000
50.5000	81.8476	67.8548	0.0000	4.1875	2.0000
50.6000	81.9299	67.9330	0.0000	4.1869	2.0000
50.7000	81.7604	67.7192	0.0000	4.1864	2.0000
50.8000	81.5909	67.5055	0.0000	4.1858	2.0000
50.9000	81.4213	67.2918	0.0000	4.1853	2.0000
51.0000	81.2518	67.0781	0.0000	4.1847	2.0000
51.1000	81.0823	66.8643	0.0000	4.1842	2.0000
51.2000	80.9128	66.6506	0.0000	4.1836	2.0000
51.3000	80.7433	66.4369	0.0000	4.1830	2.0000
51.4000	80.5738	66.2232	0.0000	4.1825	2.0000
51.5000	80.3968	66.0232	0.0000	4.1819	2.0000
51.6000	80.1528	65.9471	0.0000	4.1814	2.0000
51.7000	79.9087	65.8710	0.0000	4.1808	2.0000
51.8000	79.6646	65.7949	0.0000	4.1802	2.0000
51.9000	79.4206	65.7187	0.0000	4.1797	2.0000
52.0000	79.1765	65.6426	0.0000	4.1791	2.0000
52.1000	78.9324	65.5665	0.0000	4.1786	2.0000
52.2000	78.6883	65.4904	0.0000	4.1780	2.0000
52.3000	78.4443	65.4143	0.0000	4.1775	2.0000
52.4000	78.2771	65.3141	0.0000	4.1769	2.0000
52.5000	78.2466	65.1713	0.0000	4.1763	2.0000
52.6000	78.2162	65.0284	0.0000	4.1758	2.0000
52.7000	78.1857	64.8855	0.0000	4.1752	2.0000
52.8000	78.1553	64.7426	0.0000	4.1747	2.0000
52.9000	78.1248	64.5998	0.0000	4.1741	2.0000
53.0000	78.0944	64.4569	0.0000	4.1735	2.0000
53.1000	78.0639	64.3140	0.0000	4.1730	2.0000
53.2000	78.0809	64.2793	0.0000	4.1724	2.0000
53.3000	78.3141	64.7374	0.0000	4.1719	2.0000
53.4000	78.5472	65.1954	0.0000	4.1713	2.0000
53.5000	78.7804	65.6534	0.0000	4.1707	2.0000
53.6000	79.0136	66.1114	0.0000	4.1702	2.0000
53.7000	79.2468	66.5694	0.0000	4.1696	2.0000
53.8000	79.4799	67.0274	0.0000	4.1708	2.0000
53.9000	79.7131	67.4854	0.0000	4.1729	2.0000
54.0000	79.9463	67.9435	0.0000	4.1749	2.0000
54.1000	80.1007	68.1256	0.0000	4.1770	2.0000
54.2000	80.2245	68.2005	0.0000	4.1790	2.0000
54.3000	80.3483	68.2754	0.0000	4.1810	2.0000
54.4000	80.4721	68.3502	0.0000	4.1831	2.0000
54.5000	80.5959	68.4251	0.0000	4.1851	2.0000
54.6000	80.7197	68.5000	0.0000	4.1872	2.0000
54.7000	80.8435	68.5748	0.0000	4.1892	2.0000
54.8000	80.9672	68.6497	0.0000	4.1912	2.0000
54.9000	81.1067	68.7045	0.0000	4.1933	2.0000
55.0000	81.2863	68.7075	0.0000	4.1953	2.0000
55.1000	81.4660	68.7106	0.0000	4.1974	2.0000
55.2000	81.6456	68.7136	0.0000	4.1994	2.0000
55.3000	81.8252	68.7167	0.0000	4.2014	2.0000
55.4000	82.0049	68.7198	0.0000	4.2035	2.0000
55.5000	82.1845	68.7228	0.0000	4.2055	2.0000
55.6000	82.3642	68.7259	0.0000	4.2076	2.0000
55.7000	82.5438	68.7289	0.0000	4.2096	2.0000
55.8000	82.5624	68.5599	0.0000	4.2116	2.0000
55.9000	82.5457	68.3530	0.0000	4.2137	2.0000
56.0000	82.5290	68.1461	0.0000	4.2157	2.0000
56.1000	82.5123	67.9393	0.0000	4.2178	2.0000
56.2000	82.4956	67.7324	0.0000	4.2198	2.0000
56.3000	82.4788	67.5255	0.0000	4.2219	2.0000
56.4000	82.4621	67.3187	0.0000	4.2239	2.0000
56.5000	82.4454	67.1118	0.0000	4.2259	2.0000
56.6000	82.4556	67.0115	0.0000	4.2280	2.0000
56.7000	82.5422	67.2143	0.0000	4.2300	2.0000
56.8000	82.6289	67.4171	0.0000	4.2321	2.0000
56.9000	82.7156	67.6199	0.0000	4.2341	2.0000
57.0000	82.8022	67.8228	0.0000	4.2361	2.0000
57.1000	82.8889	68.0256	0.0000	4.2382	2.0000
57.2000	82.9756	68.2284	0.0000	4.2402	2.0000
57.3000	83.0622	68.4312	0.0000	4.2423	2.0000
57.4000	83.1489	68.6341	0.0000	4.2443	2.0000
57.5000	83.2269	68.6275	0.0000	4.2463	2.0000
57.6000	83.3047	68.6166	0.0000	4.2484	2.0000
57.7000	83.3826	68.6058	0.0000	4.2510	2.0000
57.8000	83.4604	68.5949	0.0000	4.2552	2.0000
57.9000	83.5382	68.5841	0.0000	4.2594	2.0000
58.0000	83.6160	68.5732	0.0000	4.2636	2.0000
58.1000	83.6939	68.5624	0.0000	4.2678	2.0000
58.2000	83.7717	68.5515	0.0000	4.2720	2.0000
58.3000	83.8326	68.5318	0.0000	4.2762	2.0000
58.4000	83.6284	68.3723	0.0000	4.2804	2.0000
58.5000	83.4243	68.2128	0.0000	4.2846	2.0000
58.6000	83.2202	68.0534	0.0000	4.2888	2.0000
58.7000	83.0160	67.8939	0.0000	4.2930	2.0000
58.8000	82.8119	67.7344	0.0000	4.2972	2.0000
58.9000	82.6078	67.5750	0.0000	4.3014	2.0000
59.0000	82.4036	67.4155	0.0000	4.3056	2.0000
59.1000	82.1995	67.2560	0.0000	4.3098	2.0000
59.2000	81.9928	67.0992	0.0000	4.3140	2.0000
59.3000	81.7456	66.9838	0.0000	4.3182	2.0000
59.4000	81.4984	66.8685	0.0000	4.3224	2.0000
59.5000	81.2512	66.7531	0.0000	4.3266	2.0000
59.6000	81.0040	66.6378	0.0000	4.3308	2.0000
59.7000	80.7567	66.5224	0.0000	4.3350	2.0000
59.8000	80.5095	66.4071	0.0000	4.3392	2.0000
59.9000	80.2623	66.2917	0.0000	4.3434	2.0000
60.0000	80.0151	66.1764	0.0000	4.3476	2.0000
60.1000	79.7690	66.0342	0.0000	4.3518	2.0000
60.2000	79.5238	65.8709	0.0000	4.3560	2.0000
60.3000	79.2786	65.7076	0.0000	4.3602	2.0000
60.4000	79.0334	65.5443	0.0000	4.3644	2.0000
60.5000	78.7882	65.3810	0.0000	4.3686	2.0000
60.6000	78.5430	65.2177	0.0000	4.3728	2.0000
60.7000	78.2978	65.0544	0.0000	4.3770	2.0000
60.8000	78.0526	64.8911	0.0000	4.3812	2.0000
60.9000	77.9409	64.8990	0.0000	4.3854	2.0000
61.0000	78.0668	65.2111	0.0000	4.3896	2.0000
61.1000	78.1926	65.5232	0.0000	4.3938	2.0000
61.2000	78.3185	65.8353	0.0000	4.3980	2.0000
61.3000	78.4443	66.1474	0.0000	4.4022	2.0000
61.4000	78.5702	66.4595	0.0000	4.4064	2.0000
61.5000	78.6960	66.7717	0.0000	4.4106	2.0000
61.6000	78.8219	67.0838	0.0000	4.4148	2.0000
61.7000	79.0297	67.4779	0.0000	4.4190	2.0000
61.8000	79.3194	67.9541	0.0000	4.4232	2.0000
61.9000	79.6092	68.4302	0.0000	4.4274	2.0000
62.0000	79.8989	68.9064	0.0000	4.4316	2.0000
62.1000	80.1887	69.3826	0.0000	4.4358	2.0000
62.2000	80.4785	69.8587	0.0000	4.4400	2.0000
62.3000	80.7682	70.3349	0.0000	4.4442	2.0000
62.4000	81.0580	70.8110	0.0000	4.4484	2.0000
62.5000	81.3400	71.2597	0.0000	4.4526	2.0000
62.6000	81.6208	71.7039	0.0000	4.4568	2.0000
62.7000	81.9016	72.1480	0.0000	4.4610	2.0000
62.8000	82.1823	72.5922	0.0000	4.4652	2.0000
62.9000	82.4631	73.0364	0.0000	4.4694	2.0000
63.0000	82.7439	73.4806	0.0000	4.4736	2.0000
63.1000	83.0247	73.9247	0.0000	4.4778	2.0000
63.2000	83.2478	73.9183	0.0000	4.4820	2.0000
63.3000	83.4219	73.5279	0.0000	4.4862	2.0000
63.4000	83.5959	73.1376	0.0000	4.4904	2.0000
63.5000	83.7700	72.7472	0.0000	4.4946	2.0000
63.6000	83.9440	72.3568	0.0000	4.4988	2.0000
63.7000	84.1181	71.9665	0.0000	4.5030	2.0000
63.8000	84.2921	71.5761	0.0000	4.5073	2.0000
63.9000	84.3659	71.2482	0.0000	4.5115	2.0000
64.0000	84.2449	71.0416	0.0000	4.5157	2.0000
64.1000	84.1239	70.8350	0.0000	4.5199	2.0000
64.2000	84.0030	70.6285	0.0000	4.5241	2.0000
64.3000	83.8820	70.4219	0.0000	4.5283	2.0000
64.4000	83.7610	70.2153	0.0000	4.5325	2.0000
64.5000	83.6400	70.0087	0.0000	4.5367	2.0000
64.6000	83.5191	69.8021	0.0000	4.5409	2.0000
64.7000	83.2509	69.3586	0.0000	4.5451	2.0000
64.8000	82.9664	68.8889	0.0000	4.5493	2.0000
64.9000	82.6818	68.4191	0.0000	4.5535	2.0000
65.0000	82.3973	67.9494	0.0000	4.5577	2.0000
65.1000	82.1128	67.4796	0.0000	4.5619	2.0000
65.2000	81.8283	67.0099	0.0000	4.5661	2.0000
65.3000	81.5437	66.5401	0.0000	4.5703	2.0000
65.4000	81.2745	66.1266	0.0000	4.5745	2.0000
65.5000	81.0665	65.9378	0.0000	4.5787	2.0000
65.6000	80.8585	65.7490	0.0000	4.5829	2.0000
65.7000	80.6505	65.5602	0.0000	4.5871	2.0000
65.8000	80.4425	65.3715	0.0000	4.5913	2.0000
65.9000	80.2345	65.1827	0.0000	4.5955	2.0000
66.0000	80.0265	64.9939	0.0000	4.5997	2.0000
66.1000	79.8185	64.8051	0.0000	4.6039	2.0000
66.2000	79.8264	64.8805	0.0000	4.6081	2.0000
66.3000	79.9359	65.0802	0.0000	4.6123	2.0000
66.4000	80.0453	65.2799	0.0000	4.6165	2.0000
66.5000	80.1548	65.4796	0.0000	4.6207	2.0000
66.6000	80.2643	65.6793	0.0000	4.6249	2.0000
66.7000	80.3738	65.8790	0.0000	4.6291	2.0000
66.8000	80.4833	66.0787	0.0000	4.6333	2.0000
66.9000	80.5928	66.2785	0.0000	4.6308	2.0000
67.0000	80.3316	66.1206	0.0000	4.6251	2.0000
67.1000	80.0629	65.9555	0.0000	4.6195	2.0000
67.2000	79.7942	65.7903	0.0000	4.6138	2.0000
67.3000	79.5254	65.6252	0.0000	4.6082	2.0000
67.4000	79.2567	65.4600	0.0000	4.6025	2.0000
67.5000	78.9880	65.2949	0.0000	4.5969	2.0000
67.6000	78.7193	65.1297	0.0000	4.5912	2.0000
67.7000	78.4505	64.9646	0.0000	4.5856	2.0000
67.8000	78.0883	64.6810	0.0000	4.5799	2.0000
67.9000	77.6820	64.3417	0.0000	4.5743	2.0000
68.0000	77.2758	64.0023	0.0000	4.5686	2.0000
68.1000	76.8695	63.6630	0.0000	4.5630	2.0000
68.2000	76.4633	63.3237	0.0000	4.5573	2.0000
68.3000	76.0570	62.9844	0.0000	4.5517	2.0000
68.4000	75.6508	62.6450	0.0000	4.5460	2.0000
68.5000	75.2445	62.3057	0.0000	4.5404	2.0000
68.6000	75.0084	62.1597	0.0000	4.5347	2.0000
68.7000	74.8857	62.1426	0.0000	4.5291	2.0000
68.8000	74.7630	62.1255	0.0000	4.5234	2.0000
68.9000	74.6403	62.1084	0.0000	4.5178	2.0000
69.0000	74.5176	62.0913	0.0000	4.5121	2.0000
69.1000	74.3950	62.0741	0.0000	4.5065	2.0000
69.2000	74.2723	62.0570	0.0000	4.5009	2.0000
69.3000	74.1496	62.0399	0.0000	4.4952	2.0000
69.4000	74.1589	62.1568	0.0000	4.4896	2.0000
69.5000	74.2013	62.3071	0.0000	4.4839	2.0000
69.6000	74.2437	62.4575	0.0000	4.4783	2.0000
69.7000	74.2861	62.6078	0.0000	4.4726	2.0000
69.8000	74.3285	62.7582	0.0000	4.4670	2.0000
69.9000	74.3708	62.9086	0.0000	4.4613	2.0000
70.0000	74.4132	63.0589	0.0000	4.4567	2.0000
70.1000	74.4556	63.2093	0.0000	4.4601	2.0000
70.2000	74.4196	63.2843	0.0000	4.4634	2.0000
70.3000	74.2839	63.2634	0.0000	4.4667	2.0000
70.4000	74.1482	63.2425	0.0000	4.4700	2.0000
70.5000	74.0125	63.2215	0.0000	4.4733	2.0000
70.6000	73.8768	63.2006	0.0000	4.4766	2.0000
70.7000	73.7411	63.1797	0.0000	4.4800	2.0000
70.8000	73.6054	63.1588	0.0000	4.4833	2.0000
70.9000	73.4697	63.1379	0.0000	4.4866	2.0000
71.0000	73.3340	63.1170	0.0000	4.4899	2.0000
71.1000	73.1745	63.0148	0.0000	4.4932	2.0000
71.2000	72.9948	62.8433	0.0000	4.4965	2.0000
71.3000	72.8151	62.6719	0.0000	4.4999	2.0000
71.4000	72.6354	62.5004	0.0000	4.5032	2.0000
71.5000	72.4557	62.3290	0.0000	4.5065	2.0000
71.6000	72.2759	62.1575	0.0000	4.5098	2.0000
71.7000	72.0962	61.9861	0.0000	4.5131	2.0000
71.8000	71.9165	61.8146	0.0000	4.5164	2.0000
71.9000	71.8568	61.8303	0.0000	4.5198	2.0000
72.0000	72.0772	62.2825	0.0000	4.5231	2.0000
72.1000	72.2975	62.7348	0.0000	4.5264	2.0000
72.2000	72.5179	63.1870	0.0000	4.5297	2.0000
72.3000	72.7383	63.6393	0.0000	4.5330	2.0000
72.4000	72.9586	64.0915	0.0000	4.5363	2.0000
72.5000	73.1790	64.5438	0.0000	4.5397	2.0000
72.6000	73.3993	64.9960	0.0000	4.5430	2.0000
72.7000	73.6166	65.3785	0.0000	4.5463	2.0000
72.8000	73.8259	65.5814	0.0000	4.5496	2.0000
72.9000	74.0352	65.7843	0.0000	4.5529	2.0000
73.0000	74.2445	65.9872	0.0000	4.5493	2.0000
73.1000	74.4538	66.1901	0.0000	4.5280	2.0000
73.2000	74.6631	66.3930	0.0000	4.5066	2.0000
73.3000	74.8724	66.5959	0.0000	4.4853	2.0000
73.4000	75.0818	66.7988	0.0000	4.4639	2.0000
73.5000	75.2911	67.0017	0.0000	4.4425	2.0000
73.6000	75.4028	67.0078	0.0000	4.4212	2.0000
73.7000	75.5012	66.9870	0.0000	4.3998	2.0000
73.8000	75.5996	66.9662	0.0000	4.3785	2.0000
73.9000	75.6980	66.9454	0.0000	4.3571	2.0000
74.0000	75.7964	66.9246	0.0000	4.3358	2.0000
74.1000	75.8948	66.9038	0.0000	4.3144	2.0000
74.2000	75.9932	66.8830	0.0000	4.2931	2.0000
74.3000	76.0916	66.8622	0.0000	4.2717	2.0000
74.4000	76.1867	66.8186	0.0000	4.2503	2.0000
74.5000	76.2755	66.7307	0.0000	4.2290	2.0000
74.6000	76.3642	66.6428	0.0000	4.2076	2.0000
74.7000	76.4530	66.5549	0.0000	4.1863	2.0000
74.8000	76.5417	66.4670	0.0000	4.1649	2.0000
74.9000	76.6305	66.3791	0.0000	4.1436	2.0000
75.0000	76.7193	66.2912	0.0000	4.1222	2.0000
75.1000	76.8080	66.2032	0.0000	4.1008	2.0000
75.2000	76.8968	66.1153	0.0000	4.0795	2.0000
75.3000	77.0622	66.0435	0.0000	4.0581	2.0000
75.4000	77.2307	65.9723	0.0000	4.0368	2.0000
75.5000	77.3993	65.9011	0.0000	4.0154	2.0000
75.6000	77.5679	65.8299	0.0000	3.9941	2.0000
75.7000	77.7364	65.7588	0.0000	3.9727	2.0000
75.8000	77.9050	65.6876	0.0000	3.9513	2.0000
75.9000	78.0736	65.6164	0.0000	3.9300	2.0000
76.0000	78.2421	65.5452	0.0000	3.9263	2.0000
76.1000	78.3952	65.4678	0.0000	3.9282	2.0000
76.2000	78.3062	65.2921	0.0000	3.9301	2.0000
76.3000	78.2172	65.1164	0.0000	3.9319	2.0000
76.4000	78.1282	64.9407	0.0000	3.9338	2.0000
76.5000	78.0392	64.7650	0.0000	3.9357	2.0000
76.6000	77.9502	64.5893	0.0000	3.9376	2.0000
76.7000	77.8612	64.4136	0.0000	3.9395	2.0000
76.8000	77.7722	64.2379	0.0000	3.9413	2.0000
76.9000	77.6832	64.0622	0.0000	3.9432	2.0000
77.0000	77.5942	63.8865	0.0000	3.9451	2.0000
77.1000	77.3853	63.8350	0.0000	3.9470	2.0000
77.2000	77.1688	63.7915	0.0000	3.9489	2.0000
77.3000	76.9523	63.7480	0.0000	3.9507	2.0000
77.4000	76.7357	63.7045	0.0000	3.9526	2.0000
77.5000	76.5192	63.6609	0.0000	3.9545	2.0000
77.6000	76.3027	63.6174	0.0000	3.9564	2.0000
77.7000	76.0862	63.5739	0.0000	3.9583	2.0000
77.8000	75.8696	63.5303	0.0000	3.9601	2.0000
77.9000	75.8747	63.5910	0.0000	3.9620	2.0000
78.0000	76.0155	63.7156	0.0000	3.9639	2.0000
78.1000	76.1563	63.8402	0.0000	3.9658	2.0000
78.2000	76.2971	63.9648	0.0000	3.9677	2.0000
78.3000	76.4379	64.0893	0.0000	3.9695	2.0000
78.4000	76.5787	64.2139	0.0000	3.9714	2.0000
78.5000	76.7196	64.3385	0.0000	3.9733	2.0000
78.6000	76.8604	64.4631	0.0000	3.9752	2.0000
78.7000	76.9750	64.6179	0.0000	3.9771	2.0000
78.8000	77.0689	64.7967	0.0000	3.9789	2.0000
78.9000	77.1628	64.9754	0.0000	3.9845	2.0000
79.0000	77.2568	65.1541	0.0000	4.0016	2.0000
79.1000	77.3507	65.3328	0.0000	4.0187	2.0000
79.2000	77.4447	65.5116	0.0000	4.0359	2.0000
79.3000	77.5386	65.6903	0.0000	4.0530	2.0000
79.4000	77.6325	65.8690	0.0000	4.0701	2.0000
79.5000	77.7076	66.0152	0.0000	4.0873	2.0000
79.6000	77.6969	66.0135	0.0000	4.1044	2.0000
79.7000	77.6861	66.0118	0.0000	4.1216	2.0000
79.8000	77.6753	66.0101	0.0000	4.1387	2.0000
79.9000	77.6646	66.0083	0.0000	4.1558	2.0000
80.0000	77.6538	66.0066	0.0000	4.1730	2.0000
80.1000	77.6431	66.0049	0.0000	4.1901	2.0000
80.2000	77.6323	66.0032	0.0000	4.2072	2.0000
80.3000	77.6215	66.0015	0.0000	4.2244	2.0000
80.4000	77.6308	66.0516	0.0000	4.2415	2.0000
80.5000	77.6503	66.1285	0.0000	4.2586	2.0000
80.6000	77.6698	66.2053	0.0000	4.2758	2.0000
80.7000	77.6894	66.2822	0.0000	4.2929	2.0000
80.8000	77.7089	66.3591	0.0000	4.3100	2.0000
80.9000	77.7284	66.4360	0.0000	4.3272	2.0000
81.0000	77.7480	66.5128	0.0000	4.3443	2.0000
81.1000	77.7675	66.5897	0.0000	4.3614	2.0000
81.2000	77.7773	66.6075	0.0000	4.3786	2.0000
81.3000	77.7483	66.3889	0.0000	4.3957	2.0000
81.4000	77.7192	66.1704	0.0000	4.4128	2.0000
81.5000	77.6902	65.9518	0.0000	4.4300	2.0000
81.6000	77.6612	65.7333	0.0000	4.4471	2.0000
81.7000	77.6321	65.5147	0.0000	4.4642	2.0000
81.8000	77.6031	65.2962	0.0000	4.4814	2.0000
81.9000	77.5740	65.0776	0.0000	4.4985	2.0000
82.0000	77.5473	64.8652	0.0000	4.5156	2.0000
82.1000	77.6311	64.9507	0.0000	4.5328	2.0000
82.2000	77.7149	65.0363	0.0000	4.5499	2.0000
82.3000	77.7986	65.1219	0.0000	4.5670	2.0000
82.4000	77.8824	65.2075	0.0000	4.5842	2.0000
82.5000	77.9662	65.2930	0.0000	4.6013	2.0000
82.6000	78.0500	65.3786	0.0000	4.6184	2.0000
82.7000	78.1338	65.4642	0.0000	4.6356	2.0000
82.8000	78.2258	65.5553	0.0000	4.6527	2.0000
82.9000	78.3607	65.6751	0.0000	4.6699	2.0000
83.0000	78.4956	65.7949	0.0000	4.6870	2.0000
83.1000	78.6305	65.9147	0.0000	4.6967	2.0000
83.2000	78.7654	66.0345	0.0000	4.7014	2.0000
83.3000	78.9003	66.1543	0.0000	4.7062	2.0000
83.4000	79.0352	66.2741	0.0000	4.7110	2.0000
83.5000	79.1701	66.3939	0.0000	4.7157	2.0000
83.6000	79.3050	66.5137	0.0000	4.7205	2.0000
83.7000	79.2628	66.3464	0.0000	4.7252	2.0000
83.8000	79.1373	66.0439	0.0000	4.7300	2.0000
83.9000	79.0118	65.7415	0.0000	4.7347	2.0000
84.0000	78.8864	65.4391	0.0000	4.7395	2.0000
84.1000	78.7609	65.1366	0.0000	4.7442	2.0000
84.2000	78.6354	64.8342	0.0000	4.7490	2.0000
84.3000	78.5099	64.5318	0.0000	4.7537	2.0000
84.4000	78.3844	64.2294	0.0000	4.7585	2.0000
84.5000	78.2589	63.9269	0.0000	4.7632	2.0000
84.6000	78.0559	63.7497	0.0000	4.7680	2.0000
84.7000	77.8402	63.5928	0.0000	4.7727	2.0000
84.8000	77.6245	63.4359	0.0000	4.7775	2.0000
84.9000	77.4088	63.2790	0.0000	4.7823	2.0000
85.0000	77.1931	63.1221	0.0000	4.7870	2.0000
85.1000	76.9774	62.9652	0.0000	4.7918	2.0000
85.2000	76.7617	62.8083	0.0000	4.7965	2.0000
85.3000	76.5460	62.6514	0.0000	4.8013	2.0000
85.4000	76.3257	62.4865	0.0000	4.8060	2.0000
85.5000	76.0326	62.1950	0.0000	4.8108	2.0000
85.6000	75.7395	61.9035	0.0000	4.8155	2.0000
85.7000	75.4464	61.6119	0.0000	4.8203	2.0000
85.8000	75.1533	61.3204	0.0000	4.8250	2.0000
85.9000	74.8603	61.0289	0.0000	4.8298	2.0000
86.0000	74.5672	60.7374	0.0000	4.8345	2.0000
86.1000	74.2741	60.4459	0.0000	4.8393	2.0000
86.2000	73.9810	60.1544	0.0000	4.8440	2.0000
86.3000	73.9411	60.2646	0.0000	4.8488	2.0000
86.4000	74.0096	60.5470	0.0000	4.8536	2.0000
86.5000	74.0782	60.8294	0.0000	4.8583	2.0000
86.6000	74.1468	61.1118	0.0000	4.8631	2.0000
86.7000	74.2153	61.3942	0.0000	4.8678	2.0000
86.8000	74.2839	61.6766	0.0000	4.8726	2.0000
86.9000	74.3525	61.9590	0.0000	4.8773	2.0000
87.0000	74.4210	62.2414	0.0000	4.8821	2.0000
87.1000	74.7528	62.5656	0.0000	4.8868	2.0000
87.2000	75.1075	62.8935	0.0000	4.8916	2.0000
87.3000	75.4621	63.2214	0.0000	4.8963	2.0000
87.4000	75.8168	63.5492	0.0000	4.9011	2.0000
87.5000	76.1714	63.8771	0.0000	4.8964	2.0000
87.6000	76.5261	64.2049	0.0000	4.8774	2.0000
87.7000	76.8808	64.5328	0.0000	4.8584	2.0000
87.8000	77.2354	64.8607	0.0000	4.8395	2.0000
87.9000	77.4732	65.1594	0.0000	4.8205	2.0000
88.0000	77.6920	65.4535	0.0000	4.8016	2.0000
88.1000	77.9108	65.7475	0.0000	4.7826	2.0000
88.2000	78.1295	66.0415	0.0000	4.7636	2.0000
88.3000	78.3483	66.3355	0.0000	4.7447	2.0000
88.4000	78.5671	66.6296	0.0000	4.7257	2.0000
88.5000	78.7859	66.9236	0.0000	4.7068	2.0000
88.6000	79.0046	67.2176	0.0000	4.6878	2.0000
88.7000	79.1192	67.3297	0.0000	4.6689	2.0000
88.8000	79.1209	67.2446	0.0000	4.6499	2.0000
88.9000	79.1225	67.1595	0.0000	4.6309	2.0000
89.0000	79.1242	67.0744	0.0000	4.6120	2.0000
89.1000	79.1259	66.9893	0.0000	4.5930	2.0000
89.2000	79.1276	66.9042	0.0000	4.5741	2.0000
89.3000	79.1292	66.8191	0.0000	4.5551	2.0000
89.4000	79.1309	66.7340	0.0000	4.5361	2.0000
89.5000	79.1326	66.6489	0.0000	4.5172	2.0000
89.6000	79.0623	66.4657	0.0000	4.4982	2.0000
89.7000	78.9639	66.2445	0.0000	4.4793	2.0000
89.8000	78.8656	66.0232	0.0000	4.4603	2.0000
89.9000	78.7672	65.8019	0.0000	4.4414	2.0000
90.0000	78.6689	65.5807	0.0000	4.4224	2.0000
90.1000	78.5706	65.3594	0.0000	4.4034	2.0000
90.2000	78.4722	65.1382	0.0000	4.3845	2.0000
90.3000	78.3739	64.9169	0.0000	4.3655	2.0000
90.4000	78.3173	64.7472	0.0000	4.3466	2.0000
90.5000	78.4507	64.8126	0.0000	4.3276	2.0000
90.6000	78.5840	64.8780	0.0000	4.3086	2.0000
90.7000	78.7174	64.9434	0.0000	4.2897	2.0000
90.8000	78.8508	65.0088	0.0000	4.2707	2.0000
90.9000	78.9842	65.0742	0.0000	4.2518	2.0000
91.0000	79.1176	65.1396	0.0000	4.2351	2.0000
91.1000	79.2510	65.2051	0.0000	4.2442	2.0000
91.2000	79.3844	65.2705	0.0000	4.2534	2.0000
91.3000	79.2560	65.2644	0.0000	4.2625	2.0000
91.4000	79.1277	65.0915	0.0000	4.2717	2.0000
91.5000	78.9993	64.9187	0.0000	4.2808	2.0000
91.6000	78.8709	64.7458	0.0000	4.2900	2.0000
91.7000	78.7426	64.5730	0.0000	4.2991	2.0000
