Time	MABP [mmHg]	CBFV-L [cm/s]	CBFV-R [cm/s]	etCO2 [kPa]	MN					
45.5000	68.5202	66.8971	65.5469	5.4281	2.0000
45.6000	68.6825	66.9872	65.7656	5.4249	2.0000
45.7000	68.8448	67.0773	65.9843	5.4217	2.0000
45.8000	69.0072	67.1675	66.2030	5.4185	2.0000
45.9000	69.1695	67.2576	66.4217	5.4153	2.0000
46.0000	69.3319	67.3477	66.6404	5.4120	2.0000
46.1000	69.4942	67.4378	66.8591	5.4088	2.0000
46.2000	69.6566	67.5279	67.0778	5.4056	2.0000
46.3000	69.8189	67.6180	67.2965	5.4024	2.0000
46.4000	69.9813	67.7081	67.5152	5.3992	2.0000
46.5000	70.0504	67.7327	67.5744	5.3960	2.0000
46.6000	70.0756	67.7265	67.5585	5.3927	2.0000
46.7000	70.1008	67.7202	67.5427	5.3895	2.0000
46.8000	70.1261	67.7140	67.5268	5.3863	2.0000
46.9000	70.1513	67.7077	67.5109	5.3831	2.0000
47.0000	70.1766	67.7015	67.4951	5.3799	2.0000
47.1000	70.2018	67.6952	67.4792	5.3766	2.0000
47.2000	70.2270	67.6890	67.4633	5.3734	2.0000
47.3000	70.2523	67.6827	67.4475	5.3702	2.0000
47.4000	70.2775	67.6765	67.4316	5.3670	2.0000
47.5000	70.3027	67.6702	67.4157	5.3638	2.0000
47.6000	70.3581	67.6857	67.4183	5.3606	2.0000
47.7000	70.5717	67.8156	67.5178	5.3573	2.0000
47.8000	70.7854	67.9454	67.6173	5.3541	2.0000
47.9000	70.9990	68.0753	67.7168	5.3509	2.0000
48.0000	71.2126	68.2052	67.8163	5.3501	2.0000
48.1000	71.4262	68.3350	67.9157	5.3498	2.0000
48.2000	71.6398	68.4649	68.0152	5.3495	2.0000
48.3000	71.8535	68.5947	68.1147	5.3493	2.0000
48.4000	72.0671	68.7246	68.2142	5.3490	2.0000
48.5000	72.2807	68.8544	68.3137	5.3487	2.0000
48.6000	72.4943	68.9843	68.4131	5.3484	2.0000
48.7000	72.7079	69.1142	68.5126	5.3481	2.0000
48.8000	72.9216	69.2440	68.6121	5.3478	2.0000
48.9000	72.8569	69.1533	68.4878	5.3475	2.0000
49.0000	72.7745	69.0485	68.3493	5.3472	2.0000
49.1000	72.6922	68.9437	68.2107	5.3469	2.0000
49.2000	72.6098	68.8390	68.0721	5.3466	2.0000
49.3000	72.5274	68.7342	67.9336	5.3463	2.0000
49.4000	72.4450	68.6294	67.7950	5.3460	2.0000
49.5000	72.3626	68.5246	67.6565	5.3457	2.0000
49.6000	72.2802	68.4198	67.5179	5.3454	2.0000
49.7000	72.1978	68.3151	67.3793	5.3451	2.0000
49.8000	72.1154	68.2103	67.2408	5.3448	2.0000
49.9000	72.0331	68.1055	67.1022	5.3445	2.0000
50.0000	71.9507	68.0007	66.9637	5.3442	2.0000
50.1000	71.8363	67.8695	66.7519	5.3439	2.0000
50.2000	71.7024	67.7220	66.4953	5.3436	2.0000
50.3000	71.5685	67.5746	66.2386	5.3433	2.0000
50.4000	71.4346	67.4271	65.9820	5.3430	2.0000
50.5000	71.3007	67.2797	65.7253	5.3427	2.0000
50.6000	71.1668	67.1322	65.4687	5.3424	2.0000
50.7000	71.0329	66.9848	65.2120	5.3421	2.0000
50.8000	70.8989	66.8373	64.9554	5.3418	2.0000
50.9000	70.7650	66.6899	64.6988	5.3415	2.0000
51.0000	70.6311	66.5424	64.4421	5.3412	2.0000
51.1000	70.4972	66.3950	64.1855	5.3437	2.0000
51.2000	70.3633	66.2475	63.9288	5.3473	2.0000
51.3000	70.2783	66.1950	63.8246	5.3509	2.0000
51.4000	70.2462	66.2453	63.8856	5.3545	2.0000
51.5000	70.2141	66.2956	63.9466	5.3581	2.0000
51.6000	70.1820	66.3459	64.0075	5.3617	2.0000
51.7000	70.1499	66.3962	64.0685	5.3653	2.0000
51.8000	70.1179	66.4466	64.1294	5.3689	2.0000
51.9000	70.0858	66.4969	64.1904	5.3725	2.0000
52.0000	70.0537	66.5472	64.2513	5.3760	2.0000
52.1000	70.0216	66.5975	64.3123	5.3796	2.0000
52.2000	69.9896	66.6478	64.3733	5.3832	2.0000
52.3000	69.9575	66.6981	64.4342	5.3868	2.0000
52.4000	69.9254	66.7484	64.4952	5.3904	2.0000
52.5000	69.8933	66.7987	64.5561	5.3940	2.0000
52.6000	69.6915	66.6585	64.3217	5.3976	2.0000
52.7000	69.4789	66.5062	64.0684	5.4012	2.0000
52.8000	69.2662	66.3538	63.8151	5.4048	2.0000
52.9000	69.0536	66.2015	63.5618	5.4084	2.0000
53.0000	68.8409	66.0491	63.3084	5.4120	2.0000
53.1000	68.6283	65.8968	63.0551	5.4156	2.0000
53.2000	68.4156	65.7445	62.8018	5.4192	2.0000
53.3000	68.2030	65.5921	62.5485	5.4228	2.0000
53.4000	67.9903	65.4398	62.2952	5.4264	2.0000
53.5000	67.7776	65.2874	62.0419	5.4300	2.0000
53.6000	67.5650	65.1351	61.7886	5.4336	2.0000
53.7000	67.3656	64.9941	61.5478	5.4372	2.0000
53.8000	67.4834	65.1265	61.6083	5.4408	2.0000
53.9000	67.6012	65.2588	61.6688	5.4444	2.0000
54.0000	67.7191	65.3912	61.7292	5.4480	2.0000
54.1000	67.8369	65.5235	61.7897	5.4516	2.0000
54.2000	67.9548	65.6559	61.8502	5.4552	2.0000
54.3000	68.0726	65.7883	61.9106	5.4585	2.0000
54.4000	68.1905	65.9206	61.9711	5.4550	2.0000
54.5000	68.3083	66.0530	62.0316	5.4516	2.0000
54.6000	68.4261	66.1853	62.0920	5.4482	2.0000
54.7000	68.5440	66.3177	62.1525	5.4447	2.0000
54.8000	68.6618	66.4500	62.2130	5.4413	2.0000
54.9000	68.7884	66.5938	62.2658	5.4379	2.0000
55.0000	68.9457	66.7782	62.2918	5.4344	2.0000
55.1000	69.1031	66.9626	62.3177	5.4310	2.0000
55.2000	69.2605	67.1469	62.3436	5.4275	2.0000
55.3000	69.4179	67.3313	62.3695	5.4241	2.0000
55.4000	69.5752	67.5157	62.3955	5.4207	2.0000
55.5000	69.7326	67.7000	62.4214	5.4172	2.0000
55.6000	69.8900	67.8844	62.4473	5.4138	2.0000
55.7000	70.0473	68.0687	62.4733	5.4103	2.0000
55.8000	70.2047	68.2531	62.4992	5.4069	2.0000
55.9000	70.3621	68.4375	62.5251	5.4035	2.0000
56.0000	70.5195	68.6218	62.5510	5.4000	2.0000
56.1000	70.6168	68.7510	62.5655	5.3966	2.0000
56.2000	70.5595	68.7384	62.5505	5.3932	2.0000
56.3000	70.5023	68.7258	62.5356	5.3897	2.0000
56.4000	70.4451	68.7132	62.5206	5.3863	2.0000
56.5000	70.3879	68.7006	62.5056	5.3828	2.0000
56.6000	70.3307	68.6880	62.4906	5.3794	2.0000
56.7000	70.2735	68.6754	62.4757	5.3760	2.0000
56.8000	70.2163	68.6628	62.4607	5.3725	2.0000
56.9000	70.1590	68.6501	62.4457	5.3691	2.0000
57.0000	70.1018	68.6375	62.4307	5.3656	2.0000
57.1000	70.0446	68.6249	62.4158	5.3622	2.0000
57.2000	69.9874	68.6123	62.4008	5.3588	2.0000
57.3000	70.0917	68.7442	62.5044	5.3553	2.0000
57.4000	70.2471	68.9216	62.6455	5.3519	2.0000
57.5000	70.4025	69.0991	62.7866	5.3485	2.0000
57.6000	70.5579	69.2766	62.9278	5.3451	2.0000
57.7000	70.7132	69.4540	63.0689	5.3446	2.0000
57.8000	70.8686	69.6315	63.2100	5.3441	2.0000
57.9000	71.0240	69.8089	63.3511	5.3436	2.0000
58.0000	71.1794	69.9864	63.4922	5.3431	2.0000
58.1000	71.3347	70.1639	63.6333	5.3425	2.0000
58.2000	71.4901	70.3413	63.7744	5.3420	2.0000
58.3000	71.6455	70.5188	63.9155	5.3415	2.0000
58.4000	71.8008	70.6963	64.0566	5.3410	2.0000
58.5000	71.7830	70.6328	64.1204	5.3404	2.0000
58.6000	71.7459	70.5425	64.1756	5.3399	2.0000
58.7000	71.7088	70.4523	64.2308	5.3394	2.0000
58.8000	71.6717	70.3620	64.2860	5.3389	2.0000
58.9000	71.6347	70.2718	64.3412	5.3384	2.0000
59.0000	71.5976	70.1815	64.3964	5.3378	2.0000
59.1000	71.5605	70.0912	64.4516	5.3373	2.0000
59.2000	71.5234	70.0010	64.5068	5.3368	2.0000
59.3000	71.4863	69.9107	64.5620	5.3363	2.0000
59.4000	71.4492	69.8205	64.6172	5.3358	2.0000
59.5000	71.4121	69.7302	64.6724	5.3352	2.0000
59.6000	71.3750	69.6400	64.7277	5.3347	2.0000
59.7000	71.2244	69.4968	64.5958	5.3342	2.0000
59.8000	71.0338	69.3351	64.3981	5.3337	2.0000
59.9000	70.8432	69.1734	64.2005	5.3332	2.0000
60.0000	70.6527	69.0117	64.0028	5.3326	2.0000
60.1000	70.4621	68.8500	63.8052	5.3321	2.0000
60.2000	70.2715	68.6883	63.6076	5.3316	2.0000
60.3000	70.0809	68.5266	63.4099	5.3311	2.0000
60.4000	69.8904	68.3649	63.2123	5.3306	2.0000
60.5000	69.6998	68.2032	63.0146	5.3300	2.0000
60.6000	69.5092	68.0415	62.8170	5.3295	2.0000
60.7000	69.3187	67.8798	62.6193	5.3290	2.0000
60.8000	69.1281	67.7181	62.4217	5.3285	2.0000
60.9000	69.1564	67.6789	62.4438	5.3279	2.0000
61.0000	69.2264	67.6631	62.5077	5.3274	2.0000
61.1000	69.2964	67.6473	62.5716	5.3282	2.0000
61.2000	69.3664	67.6315	62.6355	5.3301	2.0000
61.3000	69.4364	67.6157	62.6994	5.3320	2.0000
61.4000	69.5064	67.5999	62.7633	5.3340	2.0000
61.5000	69.5763	67.5841	62.8272	5.3359	2.0000
61.6000	69.6463	67.5683	62.8912	5.3378	2.0000
61.7000	69.7163	67.5525	62.9551	5.3397	2.0000
61.8000	69.7863	67.5367	63.0190	5.3417	2.0000
61.9000	69.8563	67.5209	63.0829	5.3436	2.0000
62.0000	69.9263	67.5051	63.1468	5.3455	2.0000
62.1000	69.9066	67.4144	63.0403	5.3474	2.0000
62.2000	69.8104	67.2598	62.7886	5.3494	2.0000
62.3000	69.7142	67.1052	62.5369	5.3513	2.0000
62.4000	69.6180	66.9507	62.2852	5.3532	2.0000
62.5000	69.5218	66.7961	62.0335	5.3552	2.0000
62.6000	69.4256	66.6416	61.7818	5.3571	2.0000
62.7000	69.3295	66.4870	61.5301	5.3590	2.0000
62.8000	69.2333	66.3324	61.2783	5.3609	2.0000
62.9000	69.1371	66.1779	61.0266	5.3629	2.0000
63.0000	69.0409	66.0233	60.7749	5.3648	2.0000
63.1000	68.9447	65.8687	60.5232	5.3667	2.0000
63.2000	68.8485	65.7142	60.2715	5.3686	2.0000
63.3000	68.7456	65.5255	60.0566	5.3706	2.0000
63.4000	68.6284	65.2642	59.9196	5.3725	2.0000
63.5000	68.5113	65.0030	59.7827	5.3744	2.0000
63.6000	68.3941	64.7418	59.6458	5.3763	2.0000
63.7000	68.2769	64.4805	59.5089	5.3783	2.0000
63.8000	68.1597	64.2193	59.3719	5.3802	2.0000
63.9000	68.0425	63.9580	59.2350	5.3821	2.0000
64.0000	67.9253	63.6968	59.0981	5.3841	2.0000
64.1000	67.8082	63.4356	58.9612	5.3860	2.0000
64.2000	67.6910	63.1743	58.8242	5.3879	2.0000
64.3000	67.5738	62.9131	58.6873	5.3898	2.0000
64.4000	67.4566	62.6519	58.5504	5.3898	2.0000
64.5000	67.4315	62.5803	58.5694	5.3881	2.0000
64.6000	67.5334	62.7708	58.8039	5.3865	2.0000
64.7000	67.6354	62.9612	59.0383	5.3848	2.0000
64.8000	67.7374	63.1517	59.2728	5.3832	2.0000
64.9000	67.8393	63.3421	59.5072	5.3815	2.0000
65.0000	67.9413	63.5325	59.7417	5.3799	2.0000
65.1000	68.0432	63.7230	59.9761	5.3782	2.0000
65.2000	68.1452	63.9134	60.2106	5.3766	2.0000
65.3000	68.2472	64.1039	60.4450	5.3749	2.0000
65.4000	68.3491	64.2943	60.6795	5.3733	2.0000
65.5000	68.4511	64.4847	60.9139	5.3716	2.0000
65.6000	68.5531	64.6752	61.1484	5.3700	2.0000
65.7000	68.5930	64.7923	61.2844	5.3683	2.0000
65.8000	68.4367	64.6774	61.1089	5.3667	2.0000
65.9000	68.2804	64.5624	60.9333	5.3651	2.0000
66.0000	68.1241	64.4475	60.7578	5.3634	2.0000
66.1000	67.9678	64.3325	60.5823	5.3618	2.0000
66.2000	67.8115	64.2175	60.4067	5.3601	2.0000
66.3000	67.6552	64.1026	60.2312	5.3585	2.0000
66.4000	67.4989	63.9876	60.0556	5.3568	2.0000
66.5000	67.3426	63.8727	59.8801	5.3552	2.0000
66.6000	67.1863	63.7577	59.7046	5.3535	2.0000
66.7000	67.0300	63.6427	59.5290	5.3519	2.0000
66.8000	66.8737	63.5278	59.3535	5.3502	2.0000
66.9000	66.7573	63.4735	59.2490	5.3486	2.0000
67.0000	66.7339	63.5609	59.3101	5.3469	2.0000
67.1000	66.7106	63.6483	59.3713	5.3453	2.0000
67.2000	66.6872	63.7357	59.4325	5.3436	2.0000
67.3000	66.6638	63.8231	59.4937	5.3420	2.0000
67.4000	66.6405	63.9105	59.5549	5.3404	2.0000
67.5000	66.6171	63.9979	59.6161	5.3387	2.0000
67.6000	66.5937	64.0853	59.6773	5.3371	2.0000
67.7000	66.5703	64.1727	59.7384	5.3354	2.0000
67.8000	66.5470	64.2601	59.7996	5.3373	2.0000
67.9000	66.5236	64.3475	59.8608	5.3408	2.0000
68.0000	66.5002	64.4349	59.9220	5.3444	2.0000
68.1000	66.5537	64.6088	60.0747	5.3479	2.0000
68.2000	66.6727	64.8564	60.3053	5.3514	2.0000
68.3000	66.7916	65.1040	60.5360	5.3550	2.0000
68.4000	66.9106	65.3516	60.7666	5.3585	2.0000
68.5000	67.0296	65.5993	60.9973	5.3620	2.0000
68.6000	67.1485	65.8469	61.2279	5.3655	2.0000
68.7000	67.2675	66.0945	61.4585	5.3691	2.0000
68.8000	67.3864	66.3421	61.6892	5.3726	2.0000
68.9000	67.5054	66.5897	61.9198	5.3761	2.0000
69.0000	67.6243	66.8373	62.1505	5.3797	2.0000
69.1000	67.7433	67.0849	62.3811	5.3832	2.0000
69.2000	67.8622	67.3325	62.6118	5.3867	2.0000
69.3000	67.8880	67.4293	62.6813	5.3903	2.0000
69.4000	67.8985	67.5014	62.7245	5.3938	2.0000
69.5000	67.9091	67.5736	62.7678	5.3973	2.0000
69.6000	67.9196	67.6457	62.8110	5.4009	2.0000
69.7000	67.9302	67.7179	62.8543	5.4044	2.0000
69.8000	67.9407	67.7900	62.8975	5.4079	2.0000
69.9000	67.9513	67.8621	62.9408	5.4115	2.0000
70.0000	67.9618	67.9343	62.9840	5.4150	2.0000
70.1000	67.9724	68.0064	63.0273	5.4185	2.0000
70.2000	67.9829	68.0786	63.0706	5.4221	2.0000
70.3000	67.9935	68.1507	63.1138	5.4256	2.0000
70.4000	68.1437	68.3100	63.2361	5.4291	2.0000
70.5000	68.4337	68.5563	63.4374	5.4327	2.0000
70.6000	68.7236	68.8026	63.6387	5.4362	2.0000
70.7000	69.0135	69.0489	63.8401	5.4397	2.0000
70.8000	69.3035	69.2953	64.0414	5.4400	2.0000
70.9000	69.5934	69.5416	64.2427	5.4367	2.0000
71.0000	69.8834	69.7879	64.4440	5.4334	2.0000
71.1000	70.1733	70.0342	64.6454	5.4301	2.0000
71.2000	70.4632	70.2805	64.8467	5.4269	2.0000
71.3000	70.7532	70.5269	65.0480	5.4236	2.0000
71.4000	71.0431	70.7732	65.2493	5.4203	2.0000
71.5000	71.3330	71.0195	65.4507	5.4170	2.0000
71.6000	71.5234	71.0948	65.5970	5.4138	2.0000
71.7000	71.6059	70.9849	65.6839	5.4105	2.0000
71.8000	71.6883	70.8750	65.7708	5.4072	2.0000
71.9000	71.7708	70.7651	65.8577	5.4039	2.0000
72.0000	71.8533	70.6552	65.9445	5.4007	2.0000
72.1000	71.9358	70.5453	66.0314	5.3974	2.0000
72.2000	72.0182	70.4353	66.1183	5.3941	2.0000
72.3000	72.1007	70.3254	66.2052	5.3908	2.0000
72.4000	72.1832	70.2155	66.2920	5.3875	2.0000
72.5000	72.2656	70.1056	66.3789	5.3843	2.0000
72.6000	72.3481	69.9957	66.4658	5.3810	2.0000
72.7000	72.4306	69.8858	66.5527	5.3777	2.0000
72.8000	72.4951	69.7503	66.5648	5.3744	2.0000
72.9000	72.4877	69.5126	66.2780	5.3712	2.0000
73.0000	72.4803	69.2750	65.9911	5.3679	2.0000
73.1000	72.4729	69.0373	65.7043	5.3646	2.0000
73.2000	72.4655	68.7997	65.4175	5.3613	2.0000
73.3000	72.4581	68.5620	65.1306	5.3581	2.0000
73.4000	72.4508	68.3244	64.8438	5.3548	2.0000
73.5000	72.4434	68.0867	64.5570	5.3515	2.0000
73.6000	72.4360	67.8490	64.2701	5.3482	2.0000
73.7000	72.4286	67.6114	63.9833	5.3449	2.0000
73.8000	72.4212	67.3737	63.6965	5.3417	2.0000
73.9000	72.4138	67.1361	63.4096	5.3384	2.0000
74.0000	72.4412	66.9473	63.1994	5.3351	2.0000
74.1000	72.5497	66.8727	63.1680	5.3318	2.0000
74.2000	72.6582	66.7980	63.1365	5.3324	2.0000
74.3000	72.7667	66.7233	63.1051	5.3359	2.0000
74.4000	72.8752	66.6487	63.0736	5.3395	2.0000
74.5000	72.9838	66.5740	63.0422	5.3430	2.0000
74.6000	73.0923	66.4994	63.0107	5.3465	2.0000
74.7000	73.2008	66.4247	62.9793	5.3501	2.0000
74.8000	73.3093	66.3501	62.9479	5.3536	2.0000
74.9000	73.4178	66.2754	62.9164	5.3572	2.0000
75.0000	73.5263	66.2007	62.8850	5.3607	2.0000
75.1000	73.6348	66.1261	62.8535	5.3642	2.0000
75.2000	73.7433	66.0514	62.8221	5.3678	2.0000
75.3000	73.6273	65.8388	62.5717	5.3713	2.0000
75.4000	73.4746	65.6037	62.2857	5.3749	2.0000
75.5000	73.3220	65.3686	61.9997	5.3784	2.0000
75.6000	73.1694	65.1335	61.7137	5.3820	2.0000
75.7000	73.0167	64.8983	61.4277	5.3855	2.0000
75.8000	72.8641	64.6632	61.1417	5.3890	2.0000
75.9000	72.7115	64.4281	60.8557	5.3926	2.0000
76.0000	72.5588	64.1930	60.5697	5.3961	2.0000
76.1000	72.4062	63.9579	60.2837	5.3997	2.0000
76.2000	72.2536	63.7228	59.9977	5.4032	2.0000
76.3000	72.1009	63.4877	59.7117	5.4067	2.0000
76.4000	71.9483	63.2526	59.4257	5.4103	2.0000
76.5000	71.7565	63.0142	59.1898	5.4138	2.0000
76.6000	71.5254	62.7725	59.0042	5.4174	2.0000
76.7000	71.2944	62.5307	58.8185	5.4209	2.0000
76.8000	71.0633	62.2890	58.6328	5.4245	2.0000
76.9000	70.8323	62.0473	58.4471	5.4280	2.0000
77.0000	70.6013	61.8056	58.2615	5.4315	2.0000
77.1000	70.3702	61.5639	58.0758	5.4351	2.0000
77.2000	70.1392	61.3222	57.8901	5.4386	2.0000
77.3000	69.9081	61.0805	57.7045	5.4422	2.0000
77.4000	69.6771	60.8387	57.5188	5.4457	2.0000
77.5000	69.4461	60.5970	57.3331	5.4413	2.0000
77.6000	69.2150	60.3553	57.1474	5.4324	2.0000
77.7000	69.0894	60.3482	57.1456	5.4235	2.0000
77.8000	69.1093	60.6652	57.3977	5.4147	2.0000
77.9000	69.1292	60.9821	57.6498	5.4058	2.0000
78.0000	69.1491	61.2991	57.9018	5.3969	2.0000
78.1000	69.1690	61.6160	58.1539	5.3880	2.0000
78.2000	69.1889	61.9329	58.4060	5.3792	2.0000
78.3000	69.2088	62.2499	58.6580	5.3703	2.0000
78.4000	69.2287	62.5668	58.9101	5.3614	2.0000
78.5000	69.2486	62.8838	59.1622	5.3525	2.0000
78.6000	69.2685	63.2007	59.4142	5.3437	2.0000
78.7000	69.2884	63.5176	59.6663	5.3348	2.0000
78.8000	69.3083	63.8346	59.9184	5.3259	2.0000
78.9000	69.3098	64.1120	60.1483	5.3170	2.0000
79.0000	69.1453	64.0337	60.1789	5.3082	2.0000
79.1000	68.9808	63.9554	60.2096	5.2993	2.0000
79.2000	68.8163	63.8770	60.2403	5.2904	2.0000
79.3000	68.6518	63.7987	60.2709	5.2815	2.0000
79.4000	68.4873	63.7204	60.3016	5.2727	2.0000
79.5000	68.3228	63.6421	60.3323	5.2638	2.0000
79.6000	68.1583	63.5637	60.3629	5.2549	2.0000
79.7000	67.9938	63.4854	60.3936	5.2460	2.0000
79.8000	67.8293	63.4071	60.4243	5.2371	2.0000
79.9000	67.6648	63.3288	60.4549	5.2283	2.0000
80.0000	67.5004	63.2504	60.4856	5.2194	2.0000
80.1000	67.4274	63.2557	60.5852	5.2105	2.0000
80.2000	67.5323	63.4234	60.8187	5.2016	2.0000
80.3000	67.6371	63.5910	61.0522	5.1928	2.0000
80.4000	67.7419	63.7587	61.2857	5.1839	2.0000
80.5000	67.8467	63.9263	61.5192	5.1833	2.0000
80.6000	67.9516	64.0940	61.7526	5.1848	2.0000
80.7000	68.0564	64.2616	61.9861	5.1863	2.0000
80.8000	68.1612	64.4293	62.2196	5.1878	2.0000
80.9000	68.2661	64.5969	62.4531	5.1893	2.0000
81.0000	68.3709	64.7645	62.6866	5.1908	2.0000
81.1000	68.4757	64.9322	62.9201	5.1923	2.0000
81.2000	68.5805	65.0998	63.1536	5.1938	2.0000
81.3000	68.6579	65.2171	63.3162	5.1952	2.0000
81.4000	68.7004	65.2702	63.3885	5.1967	2.0000
81.5000	68.7429	65.3233	63.4609	5.1982	2.0000
81.6000	68.7854	65.3764	63.5333	5.1997	2.0000
81.7000	68.8279	65.4295	63.6057	5.2012	2.0000
81.8000	68.8704	65.4826	63.6781	5.2027	2.0000
81.9000	68.9129	65.5357	63.7505	5.2042	2.0000
82.0000	68.9554	65.5888	63.8228	5.2057	2.0000
82.1000	68.9979	65.6419	63.8952	5.2072	2.0000
82.2000	69.0404	65.6950	63.9676	5.2087	2.0000
82.3000	69.0829	65.7482	64.0400	5.2102	2.0000
82.4000	69.1254	65.8013	64.1124	5.2117	2.0000
82.5000	69.1519	65.7597	64.0986	5.2131	2.0000
82.6000	69.1582	65.5976	63.9752	5.2146	2.0000
82.7000	69.1645	65.4355	63.8518	5.2161	2.0000
82.8000	69.1707	65.2734	63.7284	5.2176	2.0000
82.9000	69.1770	65.1113	63.6049	5.2191	2.0000
83.0000	69.1832	64.9491	63.4815	5.2206	2.0000
83.1000	69.1895	64.7870	63.3581	5.2221	2.0000
83.2000	69.1958	64.6249	63.2347	5.2236	2.0000
83.3000	69.2020	64.4628	63.1113	5.2251	2.0000
83.4000	69.2083	64.3007	62.9878	5.2266	2.0000
83.5000	69.2146	64.1386	62.8644	5.2281	2.0000
83.6000	69.2208	63.9765	62.7410	5.2299	2.0000
83.7000	69.4044	64.0814	62.8891	5.2328	2.0000
83.8000	69.6035	64.2094	63.0609	5.2358	2.0000
83.9000	69.8025	64.3375	63.2326	5.2387	2.0000
84.0000	70.0015	64.4656	63.4044	5.2416	2.0000
84.1000	70.2006	64.5936	63.5762	5.2446	2.0000
84.2000	70.3996	64.7217	63.7479	5.2475	2.0000
84.3000	70.5986	64.8498	63.9197	5.2504	2.0000
84.4000	70.7977	64.9778	64.0914	5.2533	2.0000
84.5000	70.9967	65.1059	64.2632	5.2563	2.0000
84.6000	71.1957	65.2340	64.4349	5.2592	2.0000
84.7000	71.3948	65.3620	64.6067	5.2621	2.0000
84.8000	71.5938	65.4901	64.7784	5.2651	2.0000
84.9000	71.5987	65.3984	64.6974	5.2680	2.0000
85.0000	71.5665	65.2649	64.5682	5.2709	2.0000
85.1000	71.5344	65.1314	64.4390	5.2738	2.0000
85.2000	71.5023	64.9978	64.3098	5.2768	2.0000
85.3000	71.4701	64.8643	64.1806	5.2797	2.0000
85.4000	71.4380	64.7307	64.0514	5.2826	2.0000
85.5000	71.4059	64.5972	63.9222	5.2856	2.0000
85.6000	71.3738	64.4637	63.7929	5.2885	2.0000
85.7000	71.3416	64.3301	63.6637	5.2914	2.0000
85.8000	71.3095	64.1966	63.5345	5.2944	2.0000
85.9000	71.2774	64.0630	63.4053	5.2973	2.0000
86.0000	71.2452	63.9295	63.2761	5.3002	2.0000
86.1000	71.1122	63.8438	63.0780	5.3031	2.0000
86.2000	70.9540	63.7700	62.8625	5.3061	2.0000
86.3000	70.7958	63.6963	62.6471	5.3090	2.0000
86.4000	70.6376	63.6225	62.4317	5.3119	2.0000
86.5000	70.4794	63.5488	62.2163	5.3149	2.0000
86.6000	70.3211	63.4750	62.0009	5.3178	2.0000
86.7000	70.1629	63.4013	61.7855	5.3207	2.0000
86.8000	70.0047	63.3275	61.5700	5.3236	2.0000
86.9000	69.8465	63.2538	61.3546	5.3266	2.0000
87.0000	69.6882	63.1800	61.1392	5.3295	2.0000
87.1000	69.5300	63.1063	60.9238	5.3308	2.0000
87.2000	69.3718	63.0325	60.7084	5.3277	2.0000
87.3000	69.3732	63.1136	60.7806	5.3247	2.0000
87.4000	69.3813	63.2012	60.8648	5.3217	2.0000
87.5000	69.3893	63.2887	60.9490	5.3186	2.0000
87.6000	69.3974	63.3763	61.0332	5.3156	2.0000
87.7000	69.4055	63.4638	61.1175	5.3126	2.0000
87.8000	69.4135	63.5514	61.2017	5.3095	2.0000
87.9000	69.4216	63.6389	61.2859	5.3065	2.0000
88.0000	69.4297	63.7265	61.3701	5.3035	2.0000
88.1000	69.4377	63.8140	61.4543	5.3004	2.0000
88.2000	69.4458	63.9016	61.5385	5.2974	2.0000
88.3000	69.4538	63.9891	61.6228	5.2944	2.0000
88.4000	69.4619	64.0767	61.7070	5.2913	2.0000
88.5000	69.2990	64.0386	61.5710	5.2883	2.0000
88.6000	69.0400	63.9298	61.3112	5.2852	2.0000
88.7000	68.7810	63.8210	61.0514	5.2822	2.0000
88.8000	68.5220	63.7122	60.7916	5.2792	2.0000
88.9000	68.2630	63.6034	60.5317	5.2761	2.0000
89.0000	68.0040	63.4946	60.2719	5.2731	2.0000
89.1000	67.7450	63.3858	60.0121	5.2701	2.0000
89.2000	67.4860	63.2770	59.7523	5.2670	2.0000
89.3000	67.2270	63.1682	59.4925	5.2640	2.0000
89.4000	66.9680	63.0594	59.2327	5.2610	2.0000
89.5000	66.7090	62.9506	58.9729	5.2579	2.0000
89.6000	66.4500	62.8418	58.7130	5.2549	2.0000
89.7000	66.3682	62.7855	58.6026	5.2519	2.0000
89.8000	66.3862	62.7587	58.5761	5.2488	2.0000
89.9000	66.4041	62.7319	58.5496	5.2458	2.0000
90.0000	66.4221	62.7050	58.5232	5.2428	2.0000
90.1000	66.4400	62.6782	58.4967	5.2397	2.0000
90.2000	66.4580	62.6514	58.4702	5.2367	2.0000
90.3000	66.4759	62.6246	58.4438	5.2354	2.0000
90.4000	66.4938	62.5978	58.4173	5.2367	2.0000
90.5000	66.5118	62.5710	58.3908	5.2379	2.0000
90.6000	66.5297	62.5442	58.3643	5.2392	2.0000
90.7000	66.5477	62.5174	58.3379	5.2405	2.0000
90.8000	66.5656	62.4905	58.3114	5.2418	2.0000
90.9000	66.5142	62.4372	58.1994	5.2431	2.0000
91.0000	66.4164	62.3662	58.0303	5.2443	2.0000
91.1000	66.3187	62.2951	57.8612	5.2456	2.0000
91.2000	66.2209	62.2241	57.6921	5.2469	2.0000
91.3000	66.1232	62.1531	57.5231	5.2482	2.0000
91.4000	66.0255	62.0820	57.3540	5.2495	2.0000
91.5000	65.9277	62.0110	57.1849	5.2507	2.0000
91.6000	65.8300	61.9400	57.0159	5.2520	2.0000
91.7000	65.7323	61.8689	56.8468	5.2533	2.0000
91.8000	65.6345	61.7979	56.6777	5.2546	2.0000
